path,type,subtype,speaker,command,noise_path,noise_type,noise_subtype,snr
rejects/ita/common_voice_it_26465768.wav,reject,mozilla,26465768,4,,,,
rejects/ita/no_29b81b73_nohash_0.wav,reject,google_speech,no,4,,,,
rejects/ita/common_voice_it_25834926.wav,reject,mozilla,25834926,4,,,,
rejects/ita/house_dd086776_nohash_0.wav,reject,google_speech,house,4,,,,
rejects/ita/seven_4f8ef132_nohash_0.wav,reject,google_speech,seven,4,,,,
rejects/ita/left_7c1d8533_nohash_0.wav,command,google_speech,left,4,,,,
rejects/ita/four_b97c9f77_nohash_4.wav,reject,google_speech,four,4,,,,
rejects/ita/telegram_162060054_21_0_0.wav,reject,telegram,162060054,4,,,,
rejects/ita/common_voice_it_25474014.wav,reject,mozilla,25474014,4,,,,
rejects/ita/wow_47d01978_nohash_1.wav,reject,google_speech,wow,4,,,,
rejects/ita/common_voice_it_20664523.wav,reject,mozilla,20664523,4,,,,
rejects/ita/five_dbb40d24_nohash_1.wav,reject,google_speech,five,4,,,,
rejects/ita/zero_b83c1acf_nohash_4.wav,reject,google_speech,zero,4,,,,
rejects/ita/go_ae927455_nohash_0.wav,reject,google_speech,go,4,,,,
rejects/ita/common_voice_it_26079970.wav,reject,mozilla,26079970,4,,,,
rejects/ita/no_caf9fceb_nohash_0.wav,reject,google_speech,no,4,,,,
rejects/ita/house_91223b83_nohash_0.wav,reject,google_speech,house,4,,,,
rejects/ita/happy_a8e25ebb_nohash_0.wav,reject,google_speech,happy,4,,,,
rejects/ita/common_voice_it_20284169.wav,reject,mozilla,20284169,4,,,,
rejects/ita/stop_d91a159e_nohash_0.wav,reject,google_speech,stop,3,,,,
commands/5911603813/ita/9_3_1.wav,command,telegram_bot,5911603813,2,,,,
rejects/ita/go_dbb40d24_nohash_5.wav,reject,google_speech,go,4,,,,
rejects/ita/go_258f4559_nohash_0.wav,reject,google_speech,go,4,,,,
rejects/ita/bed_cc592808_nohash_1.wav,reject,google_speech,bed,4,,,,
rejects/ita/common_voice_it_19805566.wav,reject,mozilla,19805566,4,,,,
rejects/ita/common_voice_it_24939872.wav,reject,mozilla,24939872,4,,,,
rejects/ita/no_6f2f57c1_nohash_0.wav,reject,google_speech,no,4,,,,
rejects/ita/telegram_862556020_21_0_0.wav,reject,telegram,862556020,4,,,,
rejects/ita/common_voice_it_23835111.wav,reject,mozilla,23835111,4,,,,
rejects/ita/down_5ff3f9a1_nohash_0.wav,reject,google_speech,down,4,,,,
rejects/ita/wow_19b05529_nohash_0.wav,reject,google_speech,wow,4,,,,
rejects/ita/right_29b81b73_nohash_0.wav,command,google_speech,right,4,,,,
rejects/ita/yes_f34e6f44_nohash_2.wav,reject,google_speech,yes,4,,,,
rejects/ita/common_voice_it_18617146.wav,reject,mozilla,18617146,4,,,,
rejects/ita/no_ec21c46b_nohash_1.wav,reject,google_speech,no,4,,,,
rejects/ita/common_voice_it_25361133.wav,reject,mozilla,25361133,4,,,,
rejects/ita/five_ffb86d3c_nohash_0.wav,reject,google_speech,five,4,,,,
commands/727092146/ita/3_0_0.wav,command,telegram_bot,727092146,1,,,,
rejects/ita/six_95ba4996_nohash_0.wav,reject,google_speech,six,4,,,,
rejects/ita/three_5fadb538_nohash_1.wav,reject,google_speech,three,4,,,,
rejects/ita/on_9a69672b_nohash_4.wav,reject,google_speech,on,4,,,,
commands/235766480/ita/2_1_2.wav,command,telegram_bot,235766480,1,,,,
rejects/ita/common_voice_it_23987360.wav,reject,mozilla,23987360,4,,,,
rejects/ita/common_voice_it_26608409.wav,reject,mozilla,26608409,4,,,,
rejects/ita/on_7dc95912_nohash_0.wav,reject,google_speech,on,4,,,,
rejects/ita/four_dca2797e_nohash_4.wav,reject,google_speech,four,4,,,,
rejects/ita/off_2296b1af_nohash_0.wav,reject,google_speech,off,4,,,,
rejects/ita/four_258f4559_nohash_1.wav,reject,google_speech,four,4,,,,
rejects/ita/common_voice_it_24756061.wav,reject,mozilla,24756061,4,,,,
rejects/ita/common_voice_it_23996017.wav,reject,mozilla,23996017,4,,,,
