path,type,subtype,speaker,label
commands/1609876882/eng/eng_9.wav,command,telegram_bot,1609876882,5
commands/1609876882/eng/eng_7.wav,command,telegram_bot,1609876882,3
commands/1609876882/eng/eng_6.wav,command,telegram_bot,1609876882,2
commands/1609876882/eng/ita_23.wav,command,telegram_bot,1609876882,0
commands/1609876882/eng/eng_8.wav,command,telegram_bot,1609876882,4
commands/1609876882/eng/eng_23.wav,command,telegram_bot,1609876882,0
commands/362625280/eng/eng_9.wav,command,telegram_bot,362625280,5
commands/362625280/eng/eng_20.wav,command,telegram_bot,362625280,1
commands/362625280/eng/eng_7.wav,command,telegram_bot,362625280,3
commands/362625280/eng/eng_6.wav,command,telegram_bot,362625280,2
commands/362625280/eng/ita_23.wav,command,telegram_bot,362625280,0
commands/362625280/eng/eng_8.wav,command,telegram_bot,362625280,4
commands/362625280/eng/eng_23.wav,command,telegram_bot,362625280,0
commands/406576777/eng/eng_9.wav,command,telegram_bot,406576777,5
commands/406576777/eng/eng_20.wav,command,telegram_bot,406576777,1
commands/406576777/eng/eng_17.wav,command,telegram_bot,406576777,7
commands/406576777/eng/eng_7.wav,command,telegram_bot,406576777,3
commands/406576777/eng/eng_6.wav,command,telegram_bot,406576777,2
commands/406576777/eng/ita_23.wav,command,telegram_bot,406576777,0
commands/406576777/eng/eng_8.wav,command,telegram_bot,406576777,4
commands/406576777/eng/eng_23.wav,command,telegram_bot,406576777,0
commands/406576777/eng/eng_16.wav,command,telegram_bot,406576777,6
commands/2121819999/eng/eng_9.wav,command,telegram_bot,2121819999,5
commands/2121819999/eng/eng_7.wav,command,telegram_bot,2121819999,3
commands/2121819999/eng/eng_6.wav,command,telegram_bot,2121819999,2
commands/2121819999/eng/ita_23.wav,command,telegram_bot,2121819999,0
commands/2121819999/eng/eng_8.wav,command,telegram_bot,2121819999,4
commands/2121819999/eng/eng_23.wav,command,telegram_bot,2121819999,0
commands/1659685150/eng/ita_23.wav,command,telegram_bot,1659685150,0
commands/1659685150/eng/eng_23.wav,command,telegram_bot,1659685150,0
commands/1785329822/eng/eng_9.wav,command,telegram_bot,1785329822,5
commands/1785329822/eng/eng_7.wav,command,telegram_bot,1785329822,3
commands/1785329822/eng/eng_6.wav,command,telegram_bot,1785329822,2
commands/1785329822/eng/ita_23.wav,command,telegram_bot,1785329822,0
commands/1785329822/eng/eng_8.wav,command,telegram_bot,1785329822,4
commands/1785329822/eng/eng_23.wav,command,telegram_bot,1785329822,0
commands/296821092/eng/eng_9.wav,command,telegram_bot,296821092,5
commands/296821092/eng/eng_20.wav,command,telegram_bot,296821092,1
commands/296821092/eng/eng_17.wav,command,telegram_bot,296821092,7
commands/296821092/eng/eng_7.wav,command,telegram_bot,296821092,3
commands/296821092/eng/eng_6.wav,command,telegram_bot,296821092,2
commands/296821092/eng/ita_23.wav,command,telegram_bot,296821092,0
commands/296821092/eng/eng_8.wav,command,telegram_bot,296821092,4
commands/296821092/eng/eng_23.wav,command,telegram_bot,296821092,0
commands/445686566/eng/ita_23.wav,command,telegram_bot,445686566,0
commands/445686566/eng/eng_23.wav,command,telegram_bot,445686566,0
commands/1069744512/eng/ita_23.wav,command,telegram_bot,1069744512,0
commands/1069744512/eng/eng_23.wav,command,telegram_bot,1069744512,0
commands/950255171/eng/eng_9.wav,command,telegram_bot,950255171,5
commands/950255171/eng/eng_7.wav,command,telegram_bot,950255171,3
commands/950255171/eng/eng_6.wav,command,telegram_bot,950255171,2
commands/950255171/eng/ita_23.wav,command,telegram_bot,950255171,0
commands/950255171/eng/eng_8.wav,command,telegram_bot,950255171,4
commands/950255171/eng/eng_23.wav,command,telegram_bot,950255171,0
commands/2127261933/eng/eng_9.wav,command,telegram_bot,2127261933,5
commands/2127261933/eng/eng_7.wav,command,telegram_bot,2127261933,3
commands/2127261933/eng/eng_6.wav,command,telegram_bot,2127261933,2
commands/2127261933/eng/ita_23.wav,command,telegram_bot,2127261933,0
commands/2127261933/eng/eng_8.wav,command,telegram_bot,2127261933,4
commands/2127261933/eng/eng_23.wav,command,telegram_bot,2127261933,0
commands/323966352/eng/eng_9.wav,command,telegram_bot,323966352,5
