path,type,subtype,speaker,command
mozilla_common_voices/ita/common_voice_it_20239607.wav,reject,mozilla,20239607,4
mozilla_common_voices/ita/common_voice_it_23836031.wav,reject,mozilla,23836031,4
mozilla_common_voices/ita/common_voice_it_23830602.wav,reject,mozilla,23830602,4
mozilla_common_voices/ita/common_voice_it_19910092.wav,reject,mozilla,19910092,4
mozilla_common_voices/ita/common_voice_it_17437788.wav,reject,mozilla,17437788,4
mozilla_common_voices/ita/common_voice_it_18865337.wav,reject,mozilla,18865337,4
mozilla_common_voices/ita/common_voice_it_25861905.wav,reject,mozilla,25861905,4
mozilla_common_voices/ita/common_voice_it_19993456.wav,reject,mozilla,19993456,4
mozilla_common_voices/ita/common_voice_it_20637722.wav,reject,mozilla,20637722,4
mozilla_common_voices/ita/common_voice_it_25713501.wav,reject,mozilla,25713501,4
mozilla_common_voices/ita/common_voice_it_25039493.wav,reject,mozilla,25039493,4
mozilla_common_voices/ita/common_voice_it_20255258.wav,reject,mozilla,20255258,4
mozilla_common_voices/ita/common_voice_it_23773658.wav,reject,mozilla,23773658,4
mozilla_common_voices/ita/common_voice_it_25963912.wav,reject,mozilla,25963912,4
mozilla_common_voices/ita/common_voice_it_21724895.wav,reject,mozilla,21724895,4
mozilla_common_voices/ita/common_voice_it_20103668.wav,reject,mozilla,20103668,4
mozilla_common_voices/ita/common_voice_it_25776235.wav,reject,mozilla,25776235,4
mozilla_common_voices/ita/common_voice_it_18021501.wav,reject,mozilla,18021501,4
mozilla_common_voices/ita/common_voice_it_27196775.wav,reject,mozilla,27196775,4
mozilla_common_voices/ita/common_voice_it_22910437.wav,reject,mozilla,22910437,4
mozilla_common_voices/ita/common_voice_it_20024157.wav,reject,mozilla,20024157,4
mozilla_common_voices/ita/common_voice_it_27346634.wav,reject,mozilla,27346634,4
mozilla_common_voices/ita/common_voice_it_25891391.wav,reject,mozilla,25891391,4
mozilla_common_voices/ita/common_voice_it_19987290.wav,reject,mozilla,19987290,4
mozilla_common_voices/ita/common_voice_it_25896023.wav,reject,mozilla,25896023,4
mozilla_common_voices/ita/common_voice_it_18504151.wav,reject,mozilla,18504151,4
mozilla_common_voices/ita/common_voice_it_25864421.wav,reject,mozilla,25864421,4
mozilla_common_voices/ita/common_voice_it_17980106.wav,reject,mozilla,17980106,4
mozilla_common_voices/ita/common_voice_it_23987359.wav,reject,mozilla,23987359,4
mozilla_common_voices/ita/common_voice_it_25878817.wav,reject,mozilla,25878817,4
mozilla_common_voices/ita/common_voice_it_20146157.wav,reject,mozilla,20146157,4
mozilla_common_voices/ita/common_voice_it_23743994.wav,reject,mozilla,23743994,4
mozilla_common_voices/ita/common_voice_it_17964465.wav,reject,mozilla,17964465,4
mozilla_common_voices/ita/common_voice_it_25336197.wav,reject,mozilla,25336197,4
mozilla_common_voices/ita/common_voice_it_24756036.wav,reject,mozilla,24756036,4
mozilla_common_voices/ita/common_voice_it_20119190.wav,reject,mozilla,20119190,4
mozilla_common_voices/ita/common_voice_it_23749357.wav,reject,mozilla,23749357,4
mozilla_common_voices/ita/common_voice_it_26003685.wav,reject,mozilla,26003685,4
mozilla_common_voices/ita/common_voice_it_21374963.wav,reject,mozilla,21374963,4
mozilla_common_voices/ita/common_voice_it_22169058.wav,reject,mozilla,22169058,4
