	client_id	path	sentence	up_votes	age	gender	accent	locale	segment
0	2114178392	2114178392_eng_19.wav						eng	
1	617568216	617568216_eng_30.wav						eng	
2	719438104	719438104_eng_14.wav						eng	
3	common	common_voice_en_19588941.wav						eng	
4	common	common_voice_en_19619247.wav						eng	
5	common	common_voice_en_19991361.wav						eng	
6	common	common_voice_en_22776731.wav						eng	
7	1780966140	1780966140_eng_13.wav						eng	
8	224710733	224710733_eng_5.wav						eng	
9	692151419	692151419_eng_10.wav						eng	
10	957543608	957543608_eng_11.wav						eng	
11	common	common_voice_en_18839577.wav						eng	
12	132762273	132762273_eng_11.wav						eng	
13	common	common_voice_en_19152214.wav						eng	
14	common	common_voice_en_23690889.wav						eng	
15	362625280	362625280_eng_21.wav						eng	
16	2089995001	2089995001_eng_18.wav						eng	
17	1889914753	1889914753_eng_18.wav						eng	
18	2123568595	2123568595_eng_1.wav						eng	
19	1153694021	1153694021_eng_28.wav						eng	
20	914604355	914604355_eng_19.wav						eng	
21	common	common_voice_en_20310363.wav						eng	
22	269423705	269423705_eng_17.wav						eng	
23	common	common_voice_en_19837272.wav						eng	
24	common	common_voice_en_19972776.wav						eng	
25	common	common_voice_en_19753460.wav						eng	
26	132762273	132762273_eng_22.wav						eng	
27	common	common_voice_en_19943274.wav						eng	
28	443061286	443061286_eng_25.wav						eng	
29	common	common_voice_en_21540374.wav						eng	
30	2058616	2058616_eng_20.wav						eng	
31	1785329822	1785329822_eng_21.wav						eng	
32	190682718	190682718_eng_19.wav						eng	
33	common	common_voice_en_18476295.wav						eng	
34	432184911	432184911_eng_17.wav						eng	
35	common	common_voice_en_23725657.wav						eng	
36	1306913040	1306913040_eng_10.wav						eng	
37	common	common_voice_en_19745467.wav						eng	
38	1506793015	1506793015_eng_20.wav						eng	
39	2123568595	2123568595_eng_24.wav						eng	
40	common	common_voice_en_23721809.wav						eng	
41	2115610208	2115610208_eng_25.wav						eng	
42	697081431	697081431_eng_7.wav						eng	
43	769426504	769426504_eng_5.wav						eng	
44	common	common_voice_en_19799856.wav						eng	
45	common	common_voice_en_19955424.wav						eng	
46	2126502572	2126502572_eng_10.wav						eng	
47	2126502572	2126502572_eng_12.wav						eng	
48	1254765304	1254765304_eng_32.wav						eng	
49	5006572278	5006572278_eng_18.wav						eng	
50	2140135041	2140135041_eng_11.wav						eng	
51	2129142900	2129142900_eng_6.wav						eng	
52	247786014	247786014_eng_19.wav						eng	
53	802288530	802288530_eng_28.wav						eng	
54	common	common_voice_en_18848256.wav						eng	
55	common	common_voice_en_19698229.wav						eng	
56	719438104	719438104_eng_24.wav						eng	
57	1525639750	1525639750_eng_0.wav						eng	
58	1630728501	1630728501_eng_0.wav						eng	
59	1506793015	1506793015_eng_11.wav						eng	
60	296821092	296821092_eng_22.wav						eng	
61	common	common_voice_en_21133102.wav						eng	
62	common	common_voice_en_19677296.wav						eng	
63	1780966140	1780966140_eng_1.wav						eng	
64	282273095	282273095_eng_6.wav						eng	
65	132762273	132762273_eng_7.wav						eng	
66	common	common_voice_en_19595381.wav						eng	
67	1153299253	1153299253_eng_24.wav						eng	
68	1224730345	1224730345_eng_12.wav						eng	
69	common	common_voice_en_19665460.wav						eng	
70	559248021	559248021_eng_23.wav						eng	
71	common	common_voice_en_19854537.wav						eng	
72	common	common_voice_en_19887333.wav						eng	
73	common	common_voice_en_23116337.wav						eng	
74	352792887	352792887_eng_23.wav						eng	
75	common	common_voice_en_20062884.wav						eng	
76	2126502572	2126502572_eng_8.wav						eng	
77	362625280	362625280_eng_20.wav						eng	
78	common	common_voice_en_20812020.wav						eng	
79	1525639750	1525639750_eng_24.wav						eng	
80	697081431	697081431_eng_5.wav						eng	
81	407575728	407575728_eng_15.wav						eng	
82	697081431	697081431_eng_17.wav						eng	
83	common	common_voice_en_19960154.wav						eng	
84	282273095	282273095_eng_30.wav						eng	
85	common	common_voice_en_19182860.wav						eng	
86	common	common_voice_en_19723533.wav						eng	
87	common	common_voice_en_21176047.wav						eng	
88	738867743	738867743_eng_25.wav						eng	
89	2025799315	2025799315_eng_8.wav						eng	
90	63445529	63445529_eng_1.wav						eng	
91	1770776685	1770776685_eng_5.wav						eng	
92	2118597066	2118597066_eng_16.wav						eng	
93	145347160	145347160_eng_19.wav						eng	
94	445789300	445789300_eng_18.wav						eng	
95	867055321	867055321_eng_12.wav						eng	
96	common	common_voice_en_20737514.wav						eng	
97	common	common_voice_en_20410693.wav						eng	
98	2140135041	2140135041_eng_23.wav						eng	
99	432184911	432184911_eng_0.wav						eng	
100	common	common_voice_en_21013280.wav						eng	
101	common	common_voice_en_23342616.wav						eng	
102	352792887	352792887_eng_32.wav						eng	
103	common	common_voice_en_23340570.wav						eng	
104	179492157	179492157_eng_6.wav						eng	
105	1483207948	1483207948_eng_11.wav						eng	
106	1630728501	1630728501_eng_13.wav						eng	
107	443061286	443061286_eng_22.wav						eng	
108	2115610208	2115610208_eng_17.wav						eng	
109	1770776685	1770776685_eng_9.wav						eng	
110	common	common_voice_en_22928721.wav						eng	
111	2115610208	2115610208_eng_8.wav						eng	
112	1908497562	1908497562_eng_10.wav						eng	
113	common	common_voice_en_22766800.wav						eng	
114	769426504	769426504_eng_21.wav						eng	
115	179492157	179492157_eng_31.wav						eng	
116	common	common_voice_en_20002813.wav						eng	
117	common	common_voice_en_213857.wav						eng	
118	common	common_voice_en_19636096.wav						eng	
119	common	common_voice_en_21023152.wav						eng	
120	466977274	466977274_eng_18.wav						eng	
121	142490997	142490997_eng_17.wav						eng	
122	2066516850	2066516850_eng_20.wav						eng	
123	133699592	133699592_eng_15.wav						eng	
124	common	common_voice_en_20966712.wav						eng	
125	617568216	617568216_eng_25.wav						eng	
126	2144090201	2144090201_eng_22.wav						eng	
127	232282882	232282882_eng_7.wav						eng	
128	500947574	500947574_eng_17.wav						eng	
129	common	common_voice_en_19797059.wav						eng	
130	1314783113	1314783113_eng_11.wav						eng	
131	common	common_voice_en_20011638.wav						eng	
132	2112819853	2112819853_eng_7.wav						eng	
133	common	common_voice_en_20189170.wav						eng	
134	630722423	630722423_eng_28.wav						eng	
135	2109142388	2109142388_eng_8.wav						eng	
136	747267779	747267779_eng_0.wav						eng	
137	common	common_voice_en_20293766.wav						eng	
138	common	common_voice_en_18325119.wav						eng	
139	2045192328	2045192328_eng_16.wav						eng	
140	142490997	142490997_eng_11.wav						eng	
141	2145431989	2145431989_eng_25.wav						eng	
142	common	common_voice_en_18533241.wav						eng	
143	common	common_voice_en_22747584.wav						eng	
144	common	common_voice_en_19471558.wav						eng	
145	common	common_voice_en_19610538.wav						eng	
146	604202480	604202480_eng_22.wav						eng	
147	common	common_voice_en_20389909.wav						eng	
148	common	common_voice_en_19483714.wav						eng	
149	362625280	362625280_eng_15.wav						eng	
150	1908394421	1908394421_eng_20.wav						eng	
151	1908497562	1908497562_eng_8.wav						eng	
152	2114178392	2114178392_eng_18.wav						eng	
153	1086043658	1086043658_eng_0.wav						eng	
154	common	common_voice_en_19618789.wav						eng	
155	1067240777	1067240777_eng_5.wav						eng	
156	2121819999	2121819999_eng_9.wav						eng	
157	1630728501	1630728501_eng_16.wav						eng	
158	common	common_voice_en_203286.wav						eng	
159	common	common_voice_en_20314810.wav						eng	
160	common	common_voice_en_18848220.wav						eng	
161	common	common_voice_en_19634612.wav						eng	
162	2112819853	2112819853_eng_17.wav						eng	
163	1153299253	1153299253_eng_7.wav						eng	
164	432184911	432184911_eng_18.wav						eng	
165	common	common_voice_en_19495121.wav						eng	
166	common	common_voice_en_19695344.wav						eng	
167	2121819999	2121819999_eng_8.wav						eng	
168	282273095	282273095_eng_28.wav						eng	
169	914604355	914604355_eng_4.wav						eng	
170	268005350	268005350_eng_15.wav						eng	
171	269423705	269423705_eng_19.wav						eng	
172	179492157	179492157_eng_10.wav						eng	
173	738867743	738867743_eng_7.wav						eng	
174	1230421796	1230421796_eng_18.wav						eng	
175	802288530	802288530_eng_8.wav						eng	
176	2129142900	2129142900_eng_7.wav						eng	
177	1609876882	1609876882_eng_18.wav						eng	
178	985961747	985961747_eng_19.wav						eng	
179	133699592	133699592_eng_19.wav						eng	
180	1506793015	1506793015_eng_16.wav						eng	
181	common	common_voice_en_19639800.wav						eng	
182	common	common_voice_en_21113732.wav						eng	
183	common	common_voice_en_21833880.wav						eng	
184	1908497562	1908497562_eng_9.wav						eng	
185	466977274	466977274_eng_9.wav						eng	
186	common	common_voice_en_19638673.wav						eng	
187	common	common_voice_en_20024190.wav						eng	
188	1145359176	1145359176_eng_19.wav						eng	
189	common	common_voice_en_18636651.wav						eng	
190	2080397916	2080397916_eng_12.wav						eng	
191	2140135041	2140135041_eng_4.wav						eng	
192	2127261933	2127261933_eng_18.wav						eng	
193	604202480	604202480_eng_13.wav						eng	
194	2127261933	2127261933_eng_20.wav						eng	
195	873992744	873992744_eng_6.wav						eng	
196	873992744	873992744_eng_1.wav						eng	
197	580130061	580130061_eng_20.wav						eng	
198	94638325	94638325_eng_8.wav						eng	
199	1506793015	1506793015_eng_19.wav						eng	
200	common	common_voice_en_20039700.wav						eng	
201	604202480	604202480_eng_21.wav						eng	
202	common	common_voice_en_21477980.wav						eng	
203	133699592	133699592_eng_17.wav						eng	
204	559248021	559248021_eng_24.wav						eng	
205	2145431989	2145431989_eng_18.wav						eng	
206	2045192328	2045192328_eng_10.wav						eng	
207	common	common_voice_en_19750341.wav						eng	
208	common	common_voice_en_18565541.wav						eng	
209	common	common_voice_en_20149512.wav						eng	
210	common	common_voice_en_17713327.wav						eng	
211	1224730345	1224730345_eng_18.wav						eng	
212	2112819853	2112819853_eng_15.wav						eng	
213	322249374	322249374_eng_18.wav						eng	
214	1785329822	1785329822_eng_11.wav						eng	
215	2025799315	2025799315_eng_19.wav						eng	
216	604202480	604202480_eng_10.wav						eng	
217	2109142388	2109142388_eng_7.wav						eng	
218	2058616	2058616_eng_5.wav						eng	
219	132762273	132762273_eng_6.wav						eng	
220	common	common_voice_en_18549367.wav						eng	
221	common	common_voice_en_22153124.wav						eng	
222	common	common_voice_en_23177990.wav						eng	
223	common	common_voice_en_21397371.wav						eng	
224	2123568595	2123568595_eng_6.wav						eng	
225	347330299	347330299_eng_19.wav						eng	
226	common	common_voice_en_18731133.wav						eng	
227	1254765304	1254765304_eng_14.wav						eng	
228	719438104	719438104_eng_21.wav						eng	
229	1483207948	1483207948_eng_19.wav						eng	
230	5520968966	5520968966_eng_0.wav						eng	
231	common	common_voice_en_19726558.wav						eng	
232	common	common_voice_en_19770155.wav						eng	
233	268005350	268005350_eng_4.wav						eng	
