path,type,subtype,speaker,intent,explicit,implicit
./commands/952508235/eng/4_1_0.wav,command,telegram_bot,952508235,4,13,0
./commands/952508235/eng/7_1_0.wav,command,telegram_bot,952508235,7,21,1
./commands/952508235/eng/18_0_1.wav,command,telegram_bot,952508235,18,62,0
./commands/952508235/eng/17_0_0.wav,command,telegram_bot,952508235,17,59,0
./commands/952508235/eng/13_5_0.wav,command,telegram_bot,952508235,13,45,1
./commands/952508235/eng/19_0_0.wav,command,telegram_bot,952508235,19,64,0
./commands/952508235/eng/4_1_1.wav,command,telegram_bot,952508235,4,13,0
./commands/952508235/eng/14_1_0.wav,command,telegram_bot,952508235,14,49,0
./commands/952508235/eng/1_1_0.wav,command,telegram_bot,952508235,1,1,1
./commands/952508235/eng/13_6_0.wav,command,telegram_bot,952508235,13,46,1
./commands/952508235/eng/4_1_2.wav,command,telegram_bot,952508235,4,13,0
./commands/952508235/eng/0_0_0.wav,command,telegram_bot,952508235,0,0,0
./commands/952508235/eng/1_0_1.wav,command,telegram_bot,952508235,1,0,1
./commands/952508235/eng/16_0_0.wav,command,telegram_bot,952508235,16,56,0
./commands/952508235/eng/18_0_0.wav,command,telegram_bot,952508235,18,62,0
./commands/952508235/eng/1_0_0.wav,command,telegram_bot,952508235,1,0,1
./commands/952508235/eng/16_1_0.wav,command,telegram_bot,952508235,16,57,0
./commands/952508235/eng/20_1_0.wav,command,telegram_bot,952508235,20,66,0
./commands/952508235/eng/1_2_0.wav,command,telegram_bot,952508235,1,2,1
./commands/450427228/eng/16_2_1.wav,command,telegram_bot,450427228,16,58,0
./commands/450427228/eng/11_2_0.wav,command,telegram_bot,450427228,11,38,1
./commands/450427228/eng/20_0_1.wav,command,telegram_bot,450427228,20,65,0
./commands/450427228/eng/4_1_0.wav,command,telegram_bot,450427228,4,13,0
./commands/450427228/eng/8_0_0.wav,command,telegram_bot,450427228,8,28,0
./commands/450427228/eng/20_0_0.wav,command,telegram_bot,450427228,20,65,0
./commands/450427228/eng/19_0_2.wav,command,telegram_bot,450427228,19,64,0
./commands/450427228/eng/6_1_2.wav,command,telegram_bot,450427228,6,21,0
./commands/450427228/eng/21_0_2.wav,command,telegram_bot,450427228,21,67,0
./commands/450427228/eng/5_3_0.wav,command,telegram_bot,450427228,5,15,1
./commands/450427228/eng/0_0_3.wav,command,telegram_bot,450427228,0,0,0
./commands/450427228/eng/21_0_3.wav,command,telegram_bot,450427228,21,67,0
