path,type,subtype,speaker,label
bed/0c40e715_nohash_0.wav,reject,google_speech,0c40e715,bed
bed/0ea0e2f4_nohash_0.wav,reject,google_speech,0ea0e2f4,bed
bed/0ea0e2f4_nohash_1.wav,reject,google_speech,0ea0e2f4,bed
bed/105a0eea_nohash_0.wav,reject,google_speech,105a0eea,bed
bed/1528225c_nohash_0.wav,reject,google_speech,1528225c,bed
bed/1528225c_nohash_1.wav,reject,google_speech,1528225c,bed
bed/1528225c_nohash_2.wav,reject,google_speech,1528225c,bed
bed/1528225c_nohash_3.wav,reject,google_speech,1528225c,bed
bed/1b4c9b89_nohash_0.wav,reject,google_speech,1b4c9b89,bed
bed/20d3f11f_nohash_0.wav,reject,google_speech,20d3f11f,bed
bed/2796ac50_nohash_0.wav,reject,google_speech,2796ac50,bed
bed/283d7a53_nohash_0.wav,reject,google_speech,283d7a53,bed
bed/2c6d3924_nohash_0.wav,reject,google_speech,2c6d3924,bed
bed/2d82a556_nohash_0.wav,reject,google_speech,2d82a556,bed
bed/2d82a556_nohash_1.wav,reject,google_speech,2d82a556,bed
bed/370844f7_nohash_0.wav,reject,google_speech,370844f7,bed
bed/37dca74f_nohash_0.wav,reject,google_speech,37dca74f,bed
bed/3df9a3d4_nohash_0.wav,reject,google_speech,3df9a3d4,bed
bed/3df9a3d4_nohash_1.wav,reject,google_speech,3df9a3d4,bed
bed/3f2b358d_nohash_0.wav,reject,google_speech,3f2b358d,bed
bed/3ff840aa_nohash_0.wav,reject,google_speech,3ff840aa,bed
bed/3ff840aa_nohash_1.wav,reject,google_speech,3ff840aa,bed
bed/422d3197_nohash_0.wav,reject,google_speech,422d3197,bed
bed/4290ca61_nohash_0.wav,reject,google_speech,4290ca61,bed
bed/43fc47a7_nohash_0.wav,reject,google_speech,43fc47a7,bed
bed/44260689_nohash_0.wav,reject,google_speech,44260689,bed
bed/4620dc14_nohash_0.wav,reject,google_speech,4620dc14,bed
bed/47d01978_nohash_0.wav,reject,google_speech,47d01978,bed
bed/4845bb10_nohash_0.wav,reject,google_speech,4845bb10,bed
bed/4c4d2526_nohash_0.wav,reject,google_speech,4c4d2526,bed
bed/4c7c95de_nohash_0.wav,reject,google_speech,4c7c95de,bed
bed/4c7c95de_nohash_1.wav,reject,google_speech,4c7c95de,bed
bed/4c841771_nohash_0.wav,reject,google_speech,4c841771,bed
bed/50033893_nohash_0.wav,reject,google_speech,50033893,bed
bed/50033893_nohash_1.wav,reject,google_speech,50033893,bed
bed/50033893_nohash_2.wav,reject,google_speech,50033893,bed
bed/553f1a79_nohash_0.wav,reject,google_speech,553f1a79,bed
bed/563aa4e6_nohash_0.wav,reject,google_speech,563aa4e6,bed
bed/5744b6a7_nohash_0.wav,reject,google_speech,5744b6a7,bed
bed/5828dfa2_nohash_0.wav,reject,google_speech,5828dfa2,bed
bed/5828dfa2_nohash_1.wav,reject,google_speech,5828dfa2,bed
bed/587f3271_nohash_0.wav,reject,google_speech,587f3271,bed
bed/587f3271_nohash_1.wav,reject,google_speech,587f3271,bed
bed/587f3271_nohash_2.wav,reject,google_speech,587f3271,bed
bed/5b1db3ee_nohash_0.wav,reject,google_speech,5b1db3ee,bed
bed/5b1db3ee_nohash_1.wav,reject,google_speech,5b1db3ee,bed
bed/5b1db3ee_nohash_2.wav,reject,google_speech,5b1db3ee,bed
bed/5b1db3ee_nohash_3.wav,reject,google_speech,5b1db3ee,bed
bed/5b1db3ee_nohash_4.wav,reject,google_speech,5b1db3ee,bed
bed/5c8af87a_nohash_0.wav,reject,google_speech,5c8af87a,bed
bed/5e3dde6b_nohash_0.wav,reject,google_speech,5e3dde6b,bed
bed/5ff3f9a1_nohash_0.wav,reject,google_speech,5ff3f9a1,bed
bed/6021f08b_nohash_0.wav,reject,google_speech,6021f08b,bed
bed/6021f08b_nohash_1.wav,reject,google_speech,6021f08b,bed
bed/62ff07ef_nohash_0.wav,reject,google_speech,62ff07ef,bed
bed/62ff07ef_nohash_1.wav,reject,google_speech,62ff07ef,bed
bed/653a48f5_nohash_0.wav,reject,google_speech,653a48f5,bed
bed/67961766_nohash_0.wav,reject,google_speech,67961766,bed
bed/67961766_nohash_1.wav,reject,google_speech,67961766,bed
bed/68dd409e_nohash_0.wav,reject,google_speech,68dd409e,bed
bed/692a88e6_nohash_0.wav,reject,google_speech,692a88e6,bed
bed/6b889021_nohash_0.wav,reject,google_speech,6b889021,bed
bed/6b889021_nohash_1.wav,reject,google_speech,6b889021,bed
bed/6b889021_nohash_2.wav,reject,google_speech,6b889021,bed
bed/6e916de8_nohash_0.wav,reject,google_speech,6e916de8,bed
bed/6f2f57c1_nohash_0.wav,reject,google_speech,6f2f57c1,bed
bed/6f2f57c1_nohash_1.wav,reject,google_speech,6f2f57c1,bed
bed/7192fddc_nohash_0.wav,reject,google_speech,7192fddc,bed
bed/7257420c_nohash_0.wav,reject,google_speech,7257420c,bed
bed/7257420c_nohash_1.wav,reject,google_speech,7257420c,bed
bed/782c1305_nohash_0.wav,reject,google_speech,782c1305,bed
bed/7add4c5f_nohash_0.wav,reject,google_speech,7add4c5f,bed
bed/7dc95912_nohash_0.wav,reject,google_speech,7dc95912,bed
bed/7dc95912_nohash_1.wav,reject,google_speech,7dc95912,bed
bed/7e1054e7_nohash_0.wav,reject,google_speech,7e1054e7,bed
bed/80c45ed6_nohash_0.wav,reject,google_speech,80c45ed6,bed
bed/80c45ed6_nohash_1.wav,reject,google_speech,80c45ed6,bed
bed/81dc4a94_nohash_0.wav,reject,google_speech,81dc4a94,bed
bed/82b99576_nohash_0.wav,reject,google_speech,82b99576,bed
bed/84d1e469_nohash_0.wav,reject,google_speech,84d1e469,bed
bed/84d1e469_nohash_1.wav,reject,google_speech,84d1e469,bed
bed/863880b7_nohash_0.wav,reject,google_speech,863880b7,bed
bed/863880b7_nohash_1.wav,reject,google_speech,863880b7,bed
bed/881583a6_nohash_0.wav,reject,google_speech,881583a6,bed
bed/8c7f81df_nohash_0.wav,reject,google_speech,8c7f81df,bed
bed/8ec6dab6_nohash_0.wav,reject,google_speech,8ec6dab6,bed
bed/8ec6dab6_nohash_1.wav,reject,google_speech,8ec6dab6,bed
bed/91223b83_nohash_0.wav,reject,google_speech,91223b83,bed
bed/94de6a6a_nohash_0.wav,reject,google_speech,94de6a6a,bed
bed/964e8cfd_nohash_0.wav,reject,google_speech,964e8cfd,bed
bed/97f4c236_nohash_0.wav,reject,google_speech,97f4c236,bed
bed/9a356ab9_nohash_0.wav,reject,google_speech,9a356ab9,bed
bed/9a69672b_nohash_0.wav,reject,google_speech,9a69672b,bed
bed/9a7c1f83_nohash_0.wav,reject,google_speech,9a7c1f83,bed
bed/9a7c1f83_nohash_1.wav,reject,google_speech,9a7c1f83,bed
bed/9b3ea809_nohash_0.wav,reject,google_speech,9b3ea809,bed
bed/9dc1889e_nohash_0.wav,reject,google_speech,9dc1889e,bed
bed/9e2ce5e3_nohash_0.wav,reject,google_speech,9e2ce5e3,bed
bed/a2473d62_nohash_0.wav,reject,google_speech,a2473d62,bed
bed/a2473d62_nohash_1.wav,reject,google_speech,a2473d62,bed
bed/a4e8a997_nohash_0.wav,reject,google_speech,a4e8a997,bed
bed/a4e8a997_nohash_1.wav,reject,google_speech,a4e8a997,bed
bed/a60a09cf_nohash_0.wav,reject,google_speech,a60a09cf,bed
