Wall time,Step,Value
1680529495.7661686,123,1.239201307296753
1680529732.3870845,247,1.1440544128417969
1680529968.8721728,371,1.0805212259292603
1680530207.0113938,495,1.0759197473526
1680530442.7438228,619,1.0419325828552246
1680530680.2236693,743,1.0438358783721924
1680530918.7988753,867,1.0697884559631348
1680531156.3301764,991,1.0792993307113647
1680531393.950866,1115,1.0978986024856567
1680531630.7359242,1239,1.0824693441390991
1680531868.3145022,1363,1.0818120241165161
1680532105.3556473,1487,1.1147023439407349
1680532343.982639,1611,1.0765705108642578
1680532582.814372,1735,1.0700018405914307
1680532819.3457224,1859,1.0923445224761963
1680533055.4399796,1983,1.1026986837387085
1680533296.7553034,2107,1.1112467050552368
1680533532.9649305,2231,1.1183463335037231
1680533769.2219572,2355,1.12498939037323
1680534006.1098459,2479,1.1275259256362915
1680534244.3910582,2603,1.131364345550537
1680534481.8500955,2727,1.1364412307739258
1680534721.8502793,2851,1.1432533264160156
1680534960.1839461,2975,1.14828622341156
1680535197.7079124,3099,1.1549876928329468
1680535432.7798307,3223,1.159832239151001
1680535669.9592762,3347,1.1613490581512451
1680535909.4015877,3471,1.1624928712844849
1680536150.2866402,3595,1.163462519645691
1680536388.7492478,3719,1.1643625497817993
1680536627.4372823,3843,1.165268898010254
1680536865.3266308,3967,1.1659168004989624
1680537101.4651005,4091,1.1665539741516113
1680537337.9653418,4215,1.1671937704086304
1680537576.020396,4339,1.167993426322937
1680537816.1089573,4463,1.1687331199645996
1680538054.919535,4587,1.1694116592407227
1680538292.5981,4711,1.1700257062911987
1680538530.6562376,4835,1.1708402633666992
1680538766.7184339,4959,1.171505093574524
1680539006.8340907,5083,1.1723690032958984
1680539244.6389387,5207,1.1731266975402832
1680539484.2046685,5331,1.1736767292022705
1680539725.4071841,5455,1.174493670463562
1680539963.1543458,5579,1.1750212907791138
1680540199.5814695,5703,1.1756154298782349
1680540436.3200178,5827,1.1762020587921143
1680540673.8683913,5951,1.1769334077835083
1680540912.9625633,6075,1.177741289138794
1680541151.7813454,6199,1.178636074066162
1680541391.1151214,6323,1.1797070503234863
1680541629.0955508,6447,1.180422306060791
1680541866.5970733,6571,1.1812609434127808
1680542102.4757698,6695,1.1820251941680908
1680542340.2036364,6819,1.1827698945999146
1680542578.9639895,6943,1.1836228370666504
1680542818.5342062,7067,1.1844985485076904
1680543056.71994,7191,1.185165524482727
1680543294.4886818,7315,1.1859363317489624
1680543534.3429468,7439,1.1869877576828003
1680543770.7177663,7563,1.187880516052246
1680544006.8315396,7687,1.1886789798736572
1680544243.8295345,7811,1.1896421909332275
1680544482.6736338,7935,1.1906319856643677
1680544719.1775699,8059,1.1913552284240723
1680544957.514648,8183,1.192190170288086
1680545195.4686103,8307,1.1931143999099731
1680545431.7462745,8431,1.1940656900405884
1680545668.0067925,8555,1.19492769241333
1680545904.0923562,8679,1.1956918239593506
1680546142.1693666,8803,1.196402907371521
1680546381.6657064,8927,1.197141408920288
1680546620.0059404,9051,1.197911024093628
1680546859.667318,9175,1.1987617015838623
1680547097.970289,9299,1.199648380279541
1680547334.344811,9423,1.2003690004348755
1680547569.4367838,9547,1.2014225721359253
1680547809.1253996,9671,1.2023212909698486
1680548048.476217,9795,1.2031809091567993
1680548288.1669028,9919,1.203880786895752
1680548528.3586946,10043,1.2047815322875977
1680548765.5688796,10167,1.2055561542510986
1680549000.6226492,10291,1.2065132856369019
1680549236.7450538,10415,1.2074663639068604
1680549470.9496007,10539,1.208662509918213
1680549696.4480486,10663,1.2095195055007935
1680549918.5588522,10787,1.21043062210083
1680550141.5231235,10911,1.2110869884490967
