path,type,subtype,speaker,label
google_speech_commands_v1/zero/e54a0f16_nohash_4.wav,reject,google_speech,e54a0f16,4
google_speech_commands_v1/zero/b7a6f709_nohash_1.wav,reject,google_speech,b7a6f709,4
google_speech_commands_v1/two/ec74a8a5_nohash_0.wav,reject,google_speech,ec74a8a5,4
google_speech_commands_v1/up/22aa3665_nohash_2.wav,reject,google_speech,22aa3665,4
commands/279763508/ita/ita_5.wav,command,telegram_bot,279763508,3
commands/406576777/ita/ita_5.wav,command,telegram_bot,406576777,3
commands/1609876882/ita/ita_4.wav,command,telegram_bot,1609876882,2
google_speech_commands_v1/wow/d874a786_nohash_1.wav,reject,google_speech,d874a786,4
google_speech_commands_v1/up/7ca023e2_nohash_0.wav,reject,google_speech,7ca023e2,4
commands/1153694021/ita/ita_2.wav,command,telegram_bot,1153694021,0
commands/233601088/ita/ita_2.wav,command,telegram_bot,233601088,0
google_speech_commands_v1/up/ec74a8a5_nohash_0.wav,reject,google_speech,ec74a8a5,4
google_speech_commands_v1/yes/56eb74ae_nohash_0.wav,reject,google_speech,56eb74ae,4
google_speech_commands_v1/zero/d9462202_nohash_1.wav,reject,google_speech,d9462202,4
google_speech_commands_v1/up/ab7b5acd_nohash_0.wav,reject,google_speech,ab7b5acd,4
synthetics/google/neural/ita/IT_Standard_A_cmd2.wav,synthetic,google_neural,IT_Standard_A,0
google_speech_commands_v1/two/ccea893d_nohash_2.wav,reject,google_speech,ccea893d,4
synthetics/vocalware/neural/ita/engine2_voice7_cmd4.wav,synthetic,vocalware_neural,engine2,2
commands/1785329822/ita/ita_3.wav,command,telegram_bot,1785329822,1
google_speech_commands_v1/wow/f84762e5_nohash_0.wav,reject,google_speech,f84762e5,4
commands/1525639750/ita/ita_3.wav,command,telegram_bot,1525639750,1
google_speech_commands_v1/zero/6c0f6493_nohash_0.wav,reject,google_speech,6c0f6493,4
commands/1889914753/ita/ita_5.wav,command,telegram_bot,1889914753,3
commands/1069744512/ita/ita_3.wav,command,telegram_bot,1069744512,1
