path,type,subtype,speaker,command,noise_path,noise_type,noise_subtype,snr
noises/crf_melfi/production_line/production_line_633_000.wav,reject,production_line,unknown,20,,,,
rejects/eng/common_voice_en_22975500.wav,reject,mozilla,unknown,20,,,,
commands/1153694021/eng/eng_13.wav,command,telegram,1153694021,7,,,,
noises/drill/50414_000.wav,reject,unknown,unknown,20,,,,
noises/crf_melfi/production_line/production_line_106_000.wav,reject,production_line,unknown,20,,,,
commands/268005350/eng/eng_11.wav,command,telegram,268005350,5,,,,
rejects/eng/common_voice_en_20710869.wav,reject,mozilla,unknown,20,,,,
rejects/eng/cat_bfa63751_nohash_0.wav,reject,google,bfa63751,20,,,,
rejects/eng/common_voice_en_21360657.wav,reject,mozilla,unknown,20,,,,
rejects/eng/zero_71e6ab20_nohash_1.wav,reject,google,71e6ab20,20,,,,
rejects/eng/happy_459345ea_nohash_0.wav,reject,google,459345ea,20,,,,
noises/drill/57584_001.wav,reject,unknown,unknown,20,,,,
commands/268005350/eng/eng_9.wav,command,telegram,268005350,3,,,,
rejects/eng/left_bfa63751_nohash_0.wav,reject,google,bfa63751,20,,,,
commands/604202480/eng/eng_15.wav,command,telegram,604202480,9,,,,
rejects/eng/common_voice_en_18716493.wav,reject,mozilla,unknown,20,,,,
rejects/eng/up_a60a09cf_nohash_1.wav,reject,google,a60a09cf,20,,,,
noises/crf_melfi/production_line/production_line_115_000.wav,reject,production_line,unknown,20,,,,
noises/crf_melfi/production_line/production_line_1122_000.wav,reject,production_line,unknown,20,,,,
commands/325565871/eng/eng_25.wav,command,telegram,325565871,19,,,,
rejects/eng/common_voice_en_19981957.wav,reject,mozilla,unknown,20,,,,
noises/drill/66623_000.wav,reject,unknown,unknown,20,,,,
commands/6413445750/eng/eng_17.wav,command,telegram,6413445750,11,,,,
noises/strumenti_di_lavoro_lavorazione_metalli/air-ratchet_cricchetto_ad_aria/air-ratchet-turn-on-run-turn-off_fkcvPjNO_NWM_012.wav,reject,air-ratchet_cricchetto_ad_aria,unknown,20,,,,
rejects/eng/six_3bfd30e6_nohash_0.wav,reject,google,3bfd30e6,20,,,,
rejects/eng/tree_caedb73a_nohash_0.wav,reject,google,caedb73a,20,,,,
rejects/eng/stop_fc2411fe_nohash_1.wav,reject,google,fc2411fe,20,,,,
rejects/eng/four_f35eedd7_nohash_1.wav,reject,google,f35eedd7,20,,,,
commands/120192347/eng/eng_24.wav,command,telegram,120192347,18,,,,
rejects/eng/common_voice_en_19766725.wav,reject,mozilla,unknown,20,,,,
commands/681983872/eng/eng_6.wav,command,telegram,681983872,0,,,,
rejects/eng/common_voice_en_20515253.wav,reject,mozilla,unknown,20,,,,
commands/707549384/eng/eng_19.wav,command,telegram,707549384,13,,,,
rejects/eng/common_voice_en_19111470.wav,reject,mozilla,unknown,20,,,,
rejects/eng/down_c1d39ce8_nohash_3.wav,reject,google,c1d39ce8,20,,,,
rejects/eng/bed_d8a5ace5_nohash_1.wav,reject,google,d8a5ace5,20,,,,
commands/6589029500/eng/eng_14.wav,command,telegram,6589029500,8,,,,
noises/drill/32990_000.wav,reject,unknown,unknown,20,,,,
commands/616564116/eng/eng_8.wav,command,telegram,616564116,2,,,,
rejects/eng/on_459345ea_nohash_0.wav,reject,google,459345ea,20,,,,
rejects/eng/three_14872d06_nohash_0.wav,reject,google,14872d06,20,,,,
rejects/eng/common_voice_en_23681144.wav,reject,mozilla,unknown,20,,,,
commands/6773519978/eng/eng_21.wav,command,telegram,6773519978,15,,,,
commands/160396731/eng/eng_20.wav,command,telegram,160396731,14,,,,
rejects/eng/bird_1993db46_nohash_1.wav,reject,google,1993db46,20,,,,
rejects/eng/six_7fa5fa1f_nohash_0.wav,reject,google,7fa5fa1f,20,,,,
commands/331512645/eng/eng_17.wav,command,telegram,331512645,11,,,,
rejects/eng/nine_50928b05_nohash_3.wav,reject,google,50928b05,20,,,,
rejects/eng/common_voice_en_19730179.wav,reject,mozilla,unknown,20,,,,
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_010_000.wav,reject,elbow_screwdriver,unknown,20,,,,
commands/6773519978/eng/eng_10.wav,command,telegram,6773519978,4,,,,
rejects/eng/three_df280250_nohash_1.wav,reject,google,df280250,20,,,,
rejects/eng/house_ba676390_nohash_3.wav,reject,google,ba676390,20,,,,
noises/crf_melfi/production_line/production_line_1181_000.wav,reject,production_line,unknown,20,,,,
rejects/eng/sheila_a108341b_nohash_0.wav,reject,google,a108341b,20,,,,
commands/616564116/eng/eng_23.wav,command,telegram,616564116,17,,,,
rejects/eng/common_voice_en_18693242.wav,reject,mozilla,unknown,20,,,,
rejects/eng/house_0e5193e6_nohash_1.wav,reject,google,0e5193e6,20,,,,
