path,type,subtype,speaker,command
rejects/eng/_background_noise__pink_noise.wav,reject,google,pink,31
rejects/eng/_background_noise__running_tap.wav,reject,google,running,31
rejects/eng/_background_noise__white_noise.wav,reject,google,white,31
rejects/eng/_background_noise__exercise_bike.wav,reject,google,exercise,31
rejects/eng/_background_noise__README.md,reject,google,README.md,31
rejects/eng/_background_noise__doing_the_dishes.wav,reject,google,doing,31
rejects/eng/_background_noise__dude_miaowing.wav,reject,google,dude,31
rejects/eng/bed_3bfd30e6_nohash_0.wav,reject,google,3bfd30e6,31
rejects/eng/bed_f35eedd7_nohash_1.wav,reject,google,f35eedd7,31
rejects/eng/bed_1b755c65_nohash_1.wav,reject,google,1b755c65,31
rejects/eng/bed_bfa63751_nohash_0.wav,reject,google,bfa63751,31
rejects/eng/bed_94e6864f_nohash_0.wav,reject,google,94e6864f,31
rejects/eng/bed_7fa5fa1f_nohash_0.wav,reject,google,7fa5fa1f,31
rejects/eng/bed_d8a5ace5_nohash_1.wav,reject,google,d8a5ace5,31
rejects/eng/bed_a108341b_nohash_0.wav,reject,google,a108341b,31
rejects/eng/bed_14872d06_nohash_0.wav,reject,google,14872d06,31
rejects/eng/bed_533c6564_nohash_0.wav,reject,google,533c6564,31
rejects/eng/bed_e3e49931_nohash_1.wav,reject,google,e3e49931,31
rejects/eng/bed_bed06fac_nohash_2.wav,reject,google,bed06fac,31
rejects/eng/bed_f34e6f44_nohash_2.wav,reject,google,f34e6f44,31
rejects/eng/bed_063d48cf_nohash_1.wav,reject,google,063d48cf,31
rejects/eng/bed_3efa7ec4_nohash_0.wav,reject,google,3efa7ec4,31
rejects/eng/bed_64220627_nohash_0.wav,reject,google,64220627,31
rejects/eng/bed_3e3fa7fd_nohash_0.wav,reject,google,3e3fa7fd,31
rejects/eng/bed_9aa21fa9_nohash_0.wav,reject,google,9aa21fa9,31
rejects/eng/bed_e4b02540_nohash_1.wav,reject,google,e4b02540,31
rejects/eng/bed_dedc7fab_nohash_0.wav,reject,google,dedc7fab,31
rejects/eng/bed_f2b8fc18_nohash_0.wav,reject,google,f2b8fc18,31
rejects/eng/bed_1afd49bf_nohash_1.wav,reject,google,1afd49bf,31
rejects/eng/bed_d2f4f431_nohash_0.wav,reject,google,d2f4f431,31
rejects/eng/bed_6ceeb9aa_nohash_0.wav,reject,google,6ceeb9aa,31
rejects/eng/bed_a9abc695_nohash_0.wav,reject,google,a9abc695,31
rejects/eng/bed_ce49cb60_nohash_0.wav,reject,google,ce49cb60,31
rejects/eng/bed_f3210686_nohash_0.wav,reject,google,f3210686,31
rejects/eng/bed_ffbb695d_nohash_0.wav,reject,google,ffbb695d,31
rejects/eng/bed_e652590d_nohash_0.wav,reject,google,e652590d,31
rejects/eng/bed_b46e8153_nohash_0.wav,reject,google,b46e8153,31
rejects/eng/bed_b6ebe225_nohash_1.wav,reject,google,b6ebe225,31
rejects/eng/bed_66a412a7_nohash_0.wav,reject,google,66a412a7,31
rejects/eng/bed_ec545975_nohash_0.wav,reject,google,ec545975,31
rejects/eng/bed_c93d5e22_nohash_0.wav,reject,google,c93d5e22,31
rejects/eng/bed_e6515415_nohash_0.wav,reject,google,e6515415,31
rejects/eng/bed_28612180_nohash_1.wav,reject,google,28612180,31
rejects/eng/bed_47565088_nohash_1.wav,reject,google,47565088,31
rejects/eng/bed_b8897f1c_nohash_0.wav,reject,google,b8897f1c,31
rejects/eng/bed_8281a2a8_nohash_0.wav,reject,google,8281a2a8,31
rejects/eng/bed_f00180d0_nohash_0.wav,reject,google,f00180d0,31
rejects/eng/bed_e10e2cbb_nohash_0.wav,reject,google,e10e2cbb,31
rejects/eng/bed_e72aa705_nohash_1.wav,reject,google,e72aa705,31
rejects/eng/bed_1706c35f_nohash_0.wav,reject,google,1706c35f,31
rejects/eng/bed_f35eedd7_nohash_0.wav,reject,google,f35eedd7,31
rejects/eng/bed_591d32f3_nohash_0.wav,reject,google,591d32f3,31
rejects/eng/bed_5de8f2f0_nohash_0.wav,reject,google,5de8f2f0,31
rejects/eng/bed_f44f440f_nohash_0.wav,reject,google,f44f440f,31
rejects/eng/bed_f852895b_nohash_1.wav,reject,google,f852895b,31
rejects/eng/bed_7ff4fc72_nohash_0.wav,reject,google,7ff4fc72,31
