path,type,subtype,speaker,label
commands/698176020/ita/ita_16.wav,command,telegram_bot,698176020,16
google_speech_commands_v1/bird/105a0eea_nohash_0.wav,reject,google_speech,105a0eea,31
google_speech_commands_v1/left/283d7a53_nohash_0.wav,reject,google_speech,283d7a53,31
google_speech_commands_v1/eight/44715c1c_nohash_0.wav,reject,google_speech,44715c1c,31
google_speech_commands_v1/nine/9db2bfe9_nohash_4.wav,reject,google_speech,9db2bfe9,31
google_speech_commands_v1/two/65ec06e5_nohash_1.wav,reject,google_speech,65ec06e5,31
google_speech_commands_v1/four/b83c1acf_nohash_2.wav,reject,google_speech,b83c1acf,31
google_speech_commands_v1/off/f6af2457_nohash_0.wav,reject,google_speech,f6af2457,31
google_speech_commands_v1/zero/1b4c9b89_nohash_0.wav,reject,google_speech,1b4c9b89,31
commands/282273095/ita/ita_3.wav,command,telegram_bot,282273095,3
google_speech_commands_v1/two/ab00c4b2_nohash_0.wav,reject,google_speech,ab00c4b2,31
google_speech_commands_v1/yes/099d52ad_nohash_0.wav,reject,google_speech,099d52ad,31
synthetics/google/standard/ita/IT_Wavenet_A_cmd16.wav,synthetic,google_standard,IT_Wavenet_A,16
google_speech_commands_v1/five/2c6d3924_nohash_0.wav,reject,google_speech,2c6d3924,31
google_speech_commands_v1/wow/5828dfa2_nohash_0.wav,reject,google_speech,5828dfa2,31
google_speech_commands_v1/no/6021f08b_nohash_0.wav,reject,google_speech,6021f08b,31
commands/190987356/ita/ita_12.wav,command,telegram_bot,190987356,12
google_speech_commands_v1/one/44bc77f7_nohash_0.wav,reject,google_speech,44bc77f7,31
google_speech_commands_v1/one/4845bb10_nohash_2.wav,reject,google_speech,4845bb10,31
commands/985961747/ita/ita_2.wav,command,telegram_bot,985961747,2
google_speech_commands_v1/four/16db1582_nohash_0.wav,reject,google_speech,16db1582,31
google_speech_commands_v1/right/2ce7534c_nohash_1.wav,reject,google_speech,2ce7534c,31
google_speech_commands_v1/sheila/f2dd248e_nohash_3.wav,reject,google_speech,f2dd248e,31
google_speech_commands_v1/yes/29b81b73_nohash_0.wav,reject,google_speech,29b81b73,31
