	client_id	path	sentence	up_votes	age	gender	accent	locale	segment
0	common	common_voice_it_20071504.wav						ita	
1	common	common_voice_it_22779318.wav						ita	
2	common	common_voice_it_26402510.wav						ita	
3	common	common_voice_it_17540559.wav						ita	
4	common	common_voice_it_26129346.wav						ita	
5	common	common_voice_it_18909537.wav						ita	
6	common	common_voice_it_18168834.wav						ita	
7	common	common_voice_it_25596926.wav						ita	
8	common	common_voice_it_26608944.wav						ita	
9	common	common_voice_it_24958964.wav						ita	
10	common	common_voice_it_18337810.wav						ita	
11	common	common_voice_it_26407287.wav						ita	
12	common	common_voice_it_23793970.wav						ita	
13	common	common_voice_it_20035552.wav						ita	
14	common	common_voice_it_19886902.wav						ita	
15	common	common_voice_it_17551603.wav						ita	
16	common	common_voice_it_19461130.wav						ita	
17	common	common_voice_it_24925730.wav						ita	
18	common	common_voice_it_19974740.wav						ita	
19	common	common_voice_it_25054198.wav						ita	
20	common	common_voice_it_25077164.wav						ita	
21	common	common_voice_it_20295298.wav						ita	
22	common	common_voice_it_20079302.wav						ita	
23	common	common_voice_it_25939281.wav						ita	
24	common	common_voice_it_20746298.wav						ita	
25	common	common_voice_it_17873785.wav						ita	
26	common	common_voice_it_18339631.wav						ita	
27	common	common_voice_it_24788392.wav						ita	
28	common	common_voice_it_27202770.wav						ita	
29	common	common_voice_it_25501024.wav						ita	
30	common	common_voice_it_25768270.wav						ita	
31	common	common_voice_it_17979972.wav						ita	
32	common	common_voice_it_25129678.wav						ita	
33	common	common_voice_it_25482487.wav						ita	
34	common	common_voice_it_25803767.wav						ita	
35	common	common_voice_it_25864418.wav						ita	
36	common	common_voice_it_26079970.wav						ita	
37	common	common_voice_it_18108096.wav						ita	
38	common	common_voice_it_17852197.wav						ita	
39	common	common_voice_it_20728926.wav						ita	
40	common	common_voice_it_19998670.wav						ita	
41	common	common_voice_it_25614029.wav						ita	
42	common	common_voice_it_25588627.wav						ita	
43	common	common_voice_it_21837235.wav						ita	
44	common	common_voice_it_24204308.wav						ita	
45	common	common_voice_it_21915851.wav						ita	
46	common	common_voice_it_25730752.wav						ita	
47	common	common_voice_it_20239845.wav						ita	
48	common	common_voice_it_25029255.wav						ita	
49	common	common_voice_it_24958144.wav						ita	
50	common	common_voice_it_25077463.wav						ita	
51	common	common_voice_it_23987568.wav						ita	
52	common	common_voice_it_18484584.wav						ita	
53	common	common_voice_it_24218630.wav						ita	
54	common	common_voice_it_24094361.wav						ita	
55	common	common_voice_it_23290525.wav						ita	
56	common	common_voice_it_25969517.wav						ita	
57	common	common_voice_it_25588174.wav						ita	
58	common	common_voice_it_20103668.wav						ita	
59	common	common_voice_it_21714388.wav						ita	
60	common	common_voice_it_25596679.wav						ita	
61	common	common_voice_it_25614845.wav						ita	
62	common	common_voice_it_21342921.wav						ita	
63	common	common_voice_it_25614911.wav						ita	
64	common	common_voice_it_25645387.wav						ita	
65	common	common_voice_it_25577920.wav						ita	
66	common	common_voice_it_19973815.wav						ita	
67	common	common_voice_it_20010771.wav						ita	
68	common	common_voice_it_20251035.wav						ita	
69	common	common_voice_it_19616883.wav						ita	
70	common	common_voice_it_20035592.wav						ita	
71	common	common_voice_it_25633921.wav						ita	
72	common	common_voice_it_25739664.wav						ita	
73	common	common_voice_it_23702941.wav						ita	
74	common	common_voice_it_21827155.wav						ita	
75	common	common_voice_it_20084913.wav						ita	
76	common	common_voice_it_20279476.wav						ita	
77	common	common_voice_it_26608409.wav						ita	
78	common	common_voice_it_25570411.wav						ita	
79	common	common_voice_it_17437814.wav						ita	
80	common	common_voice_it_20071628.wav						ita	
81	common	common_voice_it_23032306.wav						ita	
82	common	common_voice_it_25612498.wav						ita	
83	common	common_voice_it_20079327.wav						ita	
84	common	common_voice_it_25077128.wav						ita	
85	common	common_voice_it_25350540.wav						ita	
86	common	common_voice_it_23749431.wav						ita	
87	common	common_voice_it_23898095.wav						ita	
88	common	common_voice_it_18504516.wav						ita	
89	common	common_voice_it_25609480.wav						ita	
90	common	common_voice_it_25589506.wav						ita	
91	common	common_voice_it_20312102.wav						ita	
92	common	common_voice_it_26523942.wav						ita	
93	common	common_voice_it_25614963.wav						ita	
94	common	common_voice_it_25048208.wav						ita	
95	common	common_voice_it_23759623.wav						ita	
96	common	common_voice_it_25069464.wav						ita	
97	common	common_voice_it_25642117.wav						ita	
98	common	common_voice_it_23988834.wav						ita	
99	common	common_voice_it_23704179.wav						ita	
100	common	common_voice_it_20352922.wav						ita	
101	common	common_voice_it_26223313.wav						ita	
