path,type,subtype,speaker,intent,explicit,implicit,noise_path,noise_type,noise_subtype,snr
rejects/esp/telegram_2254966_21_0_0.wav,reject,telegram,2254966,12,36,0,,,,
rejects/esp/telegram_945222367_0_0_3.wav,reject,telegram,945222367,12,36,0,,,,
commands/945222367/esp/6_0_0.wav,command,telegram,945222367,4,12,0,,,,
rejects/esp/telegram_6182670111_17_2_0.wav,reject,telegram,6182670111,12,36,0,,,,
rejects/esp/bed_94e6864f_nohash_0.wav,reject,google_speech,94e6864f,12,36,0,,,,
commands/6182670111/esp/12_1_0.wav,command,telegram,6182670111,10,31,0,,,,
commands/945222367/esp/8_1_1.wav,command,telegram,945222367,6,19,0,,,,
rejects/esp/common_voice_es_37978227.wav,reject,mozilla,unknown,12,36,0,,,,
rejects/esp/telegram_604008470_14_1_0.wav,reject,telegram,604008470,12,36,0,,,,
rejects/esp/telegram_2254966_16_0_0.wav,reject,telegram,2254966,12,36,0,,,,
rejects/esp/eight_71e6ab20_nohash_1.wav,reject,google_speech,71e6ab20,12,36,0,,,,
rejects/esp/common_voice_es_38012304.wav,reject,mozilla,unknown,12,36,0,,,,
rejects/esp/telegram_604008470_1_2_1.wav,reject,telegram,604008470,12,36,0,,,,
commands/529489061/esp/8_0_2.wav,command,telegram,529489061,6,18,0,,,,
rejects/esp/common_voice_es_37598613.wav,reject,mozilla,unknown,12,36,0,,,,
commands/945222367/esp/2_0_1.wav,command,telegram,945222367,0,0,0,,,,
rejects/esp/telegram_604008470_17_0_0.wav,reject,telegram,604008470,12,36,0,,,,
rejects/esp/common_voice_es_37766328.wav,reject,mozilla,unknown,12,36,0,,,,
commands/450427228/esp/12_0_0.wav,command,telegram,450427228,10,30,0,,,,
rejects/esp/telegram_529489061_0_0_3.wav,reject,telegram,529489061,12,36,0,,,,
rejects/esp/telegram_529489061_19_0_3.wav,reject,telegram,529489061,12,36,0,,,,
rejects/esp/stop_1b755c65_nohash_1.wav,reject,google_speech,1b755c65,12,36,0,,,,
commands/604008470/esp/10_0_1.wav,command,telegram,604008470,8,24,0,,,,
rejects/esp/telegram_971441735_15_3_0.wav,reject,telegram,971441735,12,36,0,,,,
rejects/esp/yes_c25a032b_nohash_2.wav,reject,google_speech,c25a032b,12,36,0,,,,
rejects/esp/marvin_94e6864f_nohash_0.wav,reject,google_speech,94e6864f,12,36,0,,,,
rejects/esp/telegram_971441735_0_0_2.wav,reject,telegram,971441735,12,36,0,,,,
rejects/esp/down_324210dd_nohash_2.wav,reject,google_speech,324210dd,12,36,0,,,,
rejects/esp/common_voice_es_38016767.wav,reject,mozilla,unknown,12,36,0,,,,
rejects/esp/telegram_604008470_15_0_0.wav,reject,telegram,604008470,12,36,0,,,,
commands/604008470/esp/11_3_0.wav,command,telegram,604008470,9,27,1,,,,
commands/2254966/esp/4_1_0.wav,command,telegram,2254966,2,4,0,,,,
commands/945222367/esp/8_0_0.wav,command,telegram,945222367,6,18,0,,,,
rejects/esp/four_3bfd30e6_nohash_0.wav,reject,google_speech,3bfd30e6,12,36,0,,,,
rejects/esp/common_voice_es_37425052.wav,reject,mozilla,unknown,12,36,0,,,,
rejects/esp/telegram_945222367_14_1_0.wav,reject,telegram,945222367,12,36,0,,,,
commands/971441735/esp/10_0_1.wav,command,telegram,971441735,8,24,0,,,,
rejects/esp/go_324210dd_nohash_2.wav,reject,google_speech,324210dd,12,36,0,,,,
rejects/esp/telegram_6182670111_18_1_0.wav,reject,telegram,6182670111,12,36,0,,,,
commands/529489061/esp/9_0_0.wav,command,telegram,529489061,7,18,1,,,,
commands/2254966/esp/11_1_0.wav,command,telegram,2254966,9,25,1,,,,
commands/6182670111/esp/9_0_1.wav,command,telegram,6182670111,7,18,1,,,,
commands/2254966/esp/4_2_0.wav,command,telegram,2254966,2,5,0,,,,
commands/529489061/esp/4_2_1.wav,command,telegram,529489061,2,5,0,,,,
commands/971441735/esp/6_0_0.wav,command,telegram,971441735,4,12,0,,,,
rejects/esp/telegram_604008470_19_0_2.wav,reject,telegram,604008470,12,36,0,,,,
commands/450427228/esp/11_5_0.wav,command,telegram,450427228,9,29,1,,,,
rejects/esp/telegram_450427228_15_3_0.wav,reject,telegram,450427228,12,36,0,,,,
rejects/esp/telegram_5637757826_14_0_0.wav,reject,telegram,5637757826,12,36,0,,,,
commands/5637757826/esp/8_0_0.wav,command,telegram,5637757826,6,18,0,,,,
