path,type,subtype
noises/catena di lavoro robot/bmw_car.wav,catena di lavoro robot,unknown
noises/catena di lavoro robot/robot_builds_cars.wav,catena di lavoro robot,unknown
noises/catena di lavoro robot/car_factory_kia.wav,catena di lavoro robot,unknown
noises/catena di lavoro robot/verniciatura_car.wav,catena di lavoro robot,unknown
noises/catena di lavoro robot/ford.wav,catena di lavoro robot,unknown
noises/sala_macchine.wav,unknown,unknown
noises/crf_melfi/move_arm/move_arm_7.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_11.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_14.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_21.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_10.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_16.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_5.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_0.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_20.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_23.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_2.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_8.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_9.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_15.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_22.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_18.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_17.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_12.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_1.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_13.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_3.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_4.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_19.wav,crf_melfi,move_arm
noises/crf_melfi/move_arm/move_arm_6.wav,crf_melfi,move_arm
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_024.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_012.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_034.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_025.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_003.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_009.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_010.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_008.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_015.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_014.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_000.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_004.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_033.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_030.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_002.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_035.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_017.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_026.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_007.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_029.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_016.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_022.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_013.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_021.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_011.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_031.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_018.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_006.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_020.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_019.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_028.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_023.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_027.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_005.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_032.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/elbow_screwdriver/elbow_screwdriver_001.wav,crf_melfi,elbow_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_011.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_000.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_001.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_024.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_025.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_027.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_002.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_022.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_015.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_003.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_005.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_026.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_023.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_018.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_029.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_020.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_009.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_032.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_031.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_028.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_008.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_019.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_017.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_004.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_007.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_010.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_013.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_021.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_030.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_016.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_014.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_006.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/gun_screwdriver/gun_screwdriver_012.wav,crf_melfi,gun_screwdriver
noises/crf_melfi/human_talk/human_talk_3.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_0.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_7.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_6.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_8.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_5.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_15.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_1.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_13.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_14.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_4.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_12.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_11.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_16.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_10.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_9.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_2.wav,crf_melfi,human_talk
noises/crf_melfi/human_talk/human_talk_17.wav,crf_melfi,human_talk
noises/crf_melfi/move/move_4.wav,crf_melfi,move
noises/crf_melfi/move/move_6.wav,crf_melfi,move
noises/crf_melfi/move/move_1.wav,crf_melfi,move
noises/crf_melfi/move/move_7.wav,crf_melfi,move
noises/crf_melfi/move/move_0.wav,crf_melfi,move
noises/crf_melfi/move/move_10.wav,crf_melfi,move
noises/crf_melfi/move/move_8.wav,crf_melfi,move
noises/crf_melfi/move/move_5.wav,crf_melfi,move
noises/crf_melfi/move/move_3.wav,crf_melfi,move
noises/crf_melfi/move/move_2.wav,crf_melfi,move
noises/crf_melfi/move/move_9.wav,crf_melfi,move
noises/crf_melfi/felice_robot.wav,crf_melfi,unknown
noises/crf_melfi/production_line/production_line_1172.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_526.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_269.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_737.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1211.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_248.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1105.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1114.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_107.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1067.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1281.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1144.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_763.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_491.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_279.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_044.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_241.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_785.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_439.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_436.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_123.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_370.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1251.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_355.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_350.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1056.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_329.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_536.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_053.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_532.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_150.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1287.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_788.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_1187.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_153.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_766.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_638.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_836.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_832.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_156.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_889.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_983.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_019.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_473.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_705.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_842.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_157.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_463.wav,crf_melfi,production_line
noises/crf_melfi/production_line/production_line_065.wav,crf_melfi,production_line
