path,type,subtype,speaker,label
commands/769426504/eng/eng_25.wav,command,telegram_bot,0,25
commands/769426504/eng/eng_9.wav,command,telegram_bot,0,9
commands/769426504/eng/eng_30.wav,command,telegram_bot,0,30
commands/769426504/eng/eng_20.wav,command,telegram_bot,0,20
commands/769426504/eng/eng_18.wav,command,telegram_bot,0,18
commands/769426504/eng/eng_12.wav,command,telegram_bot,0,12
commands/769426504/eng/eng_26.wav,command,telegram_bot,0,26
commands/769426504/eng/eng_10.wav,command,telegram_bot,0,10
commands/769426504/eng/eng_14.wav,command,telegram_bot,0,14
commands/769426504/eng/eng_19.wav,command,telegram_bot,0,19
commands/769426504/eng/eng_27.wav,command,telegram_bot,0,27
commands/769426504/eng/eng_13.wav,command,telegram_bot,0,13
commands/769426504/eng/eng_2.wav,command,telegram_bot,0,2
commands/769426504/eng/eng_15.wav,command,telegram_bot,0,15
commands/769426504/eng/eng_7.wav,command,telegram_bot,0,7
commands/769426504/eng/eng_5.wav,command,telegram_bot,0,5
commands/769426504/eng/eng_6.wav,command,telegram_bot,0,6
commands/769426504/eng/eng_3.wav,command,telegram_bot,0,3
commands/769426504/eng/eng_21.wav,command,telegram_bot,0,21
commands/769426504/eng/eng_28.wav,command,telegram_bot,0,28
commands/769426504/eng/ita_23.wav,command,telegram_bot,0,23
commands/769426504/eng/eng_24.wav,command,telegram_bot,0,24
commands/769426504/eng/eng_8.wav,command,telegram_bot,0,8
commands/769426504/eng/eng_4.wav,command,telegram_bot,0,4
commands/769426504/eng/eng_23.wav,command,telegram_bot,0,23
commands/769426504/eng/eng_29.wav,command,telegram_bot,0,29
commands/769426504/eng/eng_22.wav,command,telegram_bot,0,22
commands/769426504/eng/eng_0.wav,command,telegram_bot,0,0
commands/769426504/eng/eng_11.wav,command,telegram_bot,0,11
commands/769426504/eng/eng_1.wav,command,telegram_bot,0,1
synthetics/naturalreaders/neural/eng/rod_us_25.wav,synthetic,naturalreaders_neural,1,25
synthetics/naturalreaders/neural/eng/rod_us_0.wav,synthetic,naturalreaders_neural,1,0
synthetics/naturalreaders/neural/eng/rod_us_5.wav,synthetic,naturalreaders_neural,1,5
synthetics/naturalreaders/neural/eng/peter_en_17.wav,synthetic,naturalreaders_neural,2,17
synthetics/naturalreaders/neural/eng/peter_en_24.wav,synthetic,naturalreaders_neural,2,24
synthetics/naturalreaders/neural/eng/rod_us_6.wav,synthetic,naturalreaders_neural,1,6
synthetics/naturalreaders/neural/eng/peter_en_8.wav,synthetic,naturalreaders_neural,2,8
synthetics/naturalreaders/neural/eng/rod_us_20.wav,synthetic,naturalreaders_neural,1,20
synthetics/naturalreaders/neural/eng/peter_en_13.wav,synthetic,naturalreaders_neural,2,13
synthetics/naturalreaders/neural/eng/peter_en_18.wav,synthetic,naturalreaders_neural,2,18
synthetics/naturalreaders/neural/eng/ryan_us_10.wav,synthetic,naturalreaders_neural,3,10
synthetics/naturalreaders/neural/eng/ryan_us_13.wav,synthetic,naturalreaders_neural,3,13
synthetics/naturalreaders/neural/eng/rod_us_15.wav,synthetic,naturalreaders_neural,1,15
synthetics/naturalreaders/neural/eng/peter_en_14.wav,synthetic,naturalreaders_neural,2,14
synthetics/naturalreaders/neural/eng/ryan_us_4.wav,synthetic,naturalreaders_neural,3,4
synthetics/naturalreaders/neural/eng/rod_us_3.wav,synthetic,naturalreaders_neural,1,3
synthetics/naturalreaders/neural/eng/ryan_us_6.wav,synthetic,naturalreaders_neural,3,6
synthetics/naturalreaders/neural/eng/rod_us_8.wav,synthetic,naturalreaders_neural,1,8
synthetics/naturalreaders/neural/eng/peter_en_26.wav,synthetic,naturalreaders_neural,2,26
synthetics/naturalreaders/neural/eng/rod_us_13.wav,synthetic,naturalreaders_neural,1,13
synthetics/naturalreaders/neural/eng/rod_us_28.wav,synthetic,naturalreaders_neural,1,28
synthetics/naturalreaders/neural/eng/ryan_us_27.wav,synthetic,naturalreaders_neural,3,27
synthetics/naturalreaders/neural/eng/peter_en_21.wav,synthetic,naturalreaders_neural,2,21
synthetics/naturalreaders/neural/eng/rod_us_10.wav,synthetic,naturalreaders_neural,1,10
synthetics/naturalreaders/neural/eng/peter_en_7.wav,synthetic,naturalreaders_neural,2,7
synthetics/naturalreaders/neural/eng/ryan_us_29.wav,synthetic,naturalreaders_neural,3,29
synthetics/naturalreaders/neural/eng/ryan_us_19.wav,synthetic,naturalreaders_neural,3,19
synthetics/naturalreaders/neural/eng/rod_us_11.wav,synthetic,naturalreaders_neural,1,11
synthetics/naturalreaders/neural/eng/ryan_us_17.wav,synthetic,naturalreaders_neural,3,17
synthetics/naturalreaders/neural/eng/ryan_us_14.wav,synthetic,naturalreaders_neural,3,14
synthetics/naturalreaders/neural/eng/peter_en_6.wav,synthetic,naturalreaders_neural,2,6
synthetics/naturalreaders/neural/eng/ryan_us_5.wav,synthetic,naturalreaders_neural,3,5
synthetics/naturalreaders/neural/eng/peter_en_0.wav,synthetic,naturalreaders_neural,2,0
synthetics/naturalreaders/neural/eng/rod_us_27.wav,synthetic,naturalreaders_neural,1,27
synthetics/naturalreaders/neural/eng/peter_en_3.wav,synthetic,naturalreaders_neural,2,3
synthetics/naturalreaders/neural/eng/ryan_us_15.wav,synthetic,naturalreaders_neural,3,15
synthetics/naturalreaders/neural/eng/ryan_us_9.wav,synthetic,naturalreaders_neural,3,9
synthetics/naturalreaders/neural/eng/ryan_us_20.wav,synthetic,naturalreaders_neural,3,20
synthetics/naturalreaders/neural/eng/ryan_us_11.wav,synthetic,naturalreaders_neural,3,11
synthetics/naturalreaders/neural/eng/rod_us_30.wav,synthetic,naturalreaders_neural,1,30
synthetics/naturalreaders/neural/eng/ryan_us_28.wav,synthetic,naturalreaders_neural,3,28
synthetics/naturalreaders/neural/eng/ryan_us_8.wav,synthetic,naturalreaders_neural,3,8
synthetics/naturalreaders/neural/eng/ryan_us_2.wav,synthetic,naturalreaders_neural,3,2
synthetics/naturalreaders/neural/eng/rod_us_22.wav,synthetic,naturalreaders_neural,1,22
synthetics/naturalreaders/neural/eng/ryan_us_22.wav,synthetic,naturalreaders_neural,3,22
synthetics/naturalreaders/neural/eng/rod_us_26.wav,synthetic,naturalreaders_neural,1,26
synthetics/naturalreaders/neural/eng/rod_us_2.wav,synthetic,naturalreaders_neural,1,2
synthetics/naturalreaders/neural/eng/rod_us_4.wav,synthetic,naturalreaders_neural,1,4
synthetics/naturalreaders/neural/eng/ryan_us_21.wav,synthetic,naturalreaders_neural,3,21
synthetics/naturalreaders/neural/eng/peter_en_25.wav,synthetic,naturalreaders_neural,2,25
