,0
0,9a7c1f83
1,6c0f6493
2,b83c1acf
3,47d01978
4,1132842894
5,44c201dd
6,1657c9fa
7,e63b69c5
8,541120c7
9,c6ee87a7
10,5003958420
11,engine3
12,67c7fecb
13,AU_Standard_B
14,1908497562
15,0f250098
16,224710733
17,IN_Wavenet_C
18,2123568595
19,Emma
20,Ivy
21,peter
22,37dca74f
23,d0faf7e4
24,267561261
25,3e2ba5f7
26,1770776685
27,AnaNeural
28,d57febf0
29,b11a05d2
30,Joanna
31,1908394421
32,409c962a
33,engine2
34,1863268171
35,f17be97f
36,c256377f
37,283d7a53
38,964e8cfd
39,20d3f11f
40,370844f7
41,1936687856
42,605ed0ff
43,439c84f4
44,IN_Standard_D
45,US_Standard_A
46,LunaNeural
47,1069744512
48,AU_Wavenet_A
49,2fa39636
50,563aa4e6
51,e6db3894
52,fastspeech2_waveglow
53,a8e25ebb
54,Matthew
55,1aed7c6d
56,1a9afd33
57,MichelleNeural
58,2129142900
59,US_Standard_D
60,7eee5973
61,86402da1
62,2112819853
63,2127261933
64,500947574
65,238016822
66,1202998179
67,2121819999
68,AU_Wavenet_D
69,e8e960fd
70,EmilyNeural
71,Brian
72,471a0925
73,heather
74,f428ca69
75,9db2bfe9
76,5c8af87a
77,8a5acefd
78,56eb74ae
79,4c4d2526
80,Amy
81,f6af2457
82,692a88e6
83,026290a7
84,6b889021
85,8ec6dab6
86,840c366d
87,1784612953
88,97f4c236
89,132762273
90,b97c9f77
91,7fd25f7c
92,29b81b73
93,b487da60
94,aa233654
95,BrandonNeural
96,IN_Wavenet_A
97,334596431
98,10f2bb12
99,1254765304
100,2089995001
101,523906610
102,Kendra
103,279763508
104,c7124b73
105,135c6841
106,CoraNeural
107,1609876882
108,ad63d93c
109,443061286
110,db9d52d2
111,826268f8
112,c22d3f18
113,fastpitch_waveglow
114,Aditi
115,91223b83
116,AU_Wavenet_C
117,GB_Standard_A
118,1528225c
119,AU_Neural2_A
120,ca48dc76
121,6d818f6c
122,81dc4a94
123,a2473d62
124,bb31b82b
125,b41a92a3
126,GB_Standard_C
127,f5496439
128,JamesNeural
129,6940f7f3
130,2045192328
131,53d5b86f
132,1942abd7
133,IN_Standard_C
134,GB_Wavenet_C
135,142490997
136,GB_Standard_B
137,AU_Standard_D
138,2114791016
139,7e1054e7
140,a6d586b7
141,23ad12d8
142,1483207948
143,1fe4c891
144,GB_Wavenet_D
145,264f471d
146,4abefdf5
147,412c675c
148,2aa787cf
149,68dd409e
