path,type,subtype,speaker,intent,explicit,implicit
rejects/ita/telegram_1407029395_22_0_0.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_945222367_15_4_0.wav,reject,telegram,945222367,12,36,0
rejects/ita/telegram_1407029395_14_0_0.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_397087044_22_0_0.wav,reject,telegram,397087044,12,36,0
rejects/ita/telegram_450427228_19_0_1.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_162060054_16_2_0.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_397087044_16_0_0.wav,reject,telegram,397087044,12,36,0
rejects/ita/telegram_945222367_22_2_0.wav,reject,telegram,945222367,12,36,0
rejects/ita/telegram_132745516_21_0_0.wav,reject,telegram,132745516,12,36,0
rejects/ita/telegram_1105993349_22_2_0.wav,reject,telegram,1105993349,12,36,0
rejects/ita/telegram_397087044_15_1_0.wav,reject,telegram,397087044,12,36,0
rejects/ita/telegram_132745516_16_1_0.wav,reject,telegram,132745516,12,36,0
rejects/ita/telegram_5053967515_1_1_2.wav,reject,telegram,5053967515,12,36,0
rejects/ita/telegram_29657803_21_0_3.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_825879358_1_2_1.wav,reject,telegram,825879358,12,36,0
rejects/ita/telegram_132745516_17_1_0.wav,reject,telegram,132745516,12,36,0
rejects/ita/telegram_235766480_16_2_0.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_1105993349_20_1_0.wav,reject,telegram,1105993349,12,36,0
rejects/ita/telegram_2014760119_18_1_0.wav,reject,telegram,2014760119,12,36,0
rejects/ita/telegram_397087044_20_0_0.wav,reject,telegram,397087044,12,36,0
rejects/ita/telegram_5911603813_0_0_3.wav,reject,telegram,5911603813,12,36,0
rejects/ita/telegram_727092146_15_5_0.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_29657803_1_0_1.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_1105993349_18_1_1.wav,reject,telegram,1105993349,12,36,0
rejects/ita/telegram_235766480_1_0_0.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_1407029395_0_0_1.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_5548507069_16_0_0.wav,reject,telegram,5548507069,12,36,0
rejects/ita/telegram_5937429232_18_1_2.wav,reject,telegram,5937429232,12,36,0
rejects/ita/telegram_235766480_22_1_1.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_1874682812_1_1_0.wav,reject,telegram,1874682812,12,36,0
rejects/ita/telegram_220247223_18_1_2.wav,reject,telegram,220247223,12,36,0
rejects/ita/telegram_162060054_18_0_1.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_6269772923_16_1_0.wav,reject,telegram,6269772923,12,36,0
rejects/ita/telegram_6143888981_21_0_2.wav,reject,telegram,6143888981,12,36,0
rejects/ita/telegram_6143888981_1_1_0.wav,reject,telegram,6143888981,12,36,0
rejects/ita/telegram_945222367_20_0_0.wav,reject,telegram,945222367,12,36,0
rejects/ita/telegram_727092146_17_1_0.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_29657803_22_1_0.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_29657803_0_0_2.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_1108292971_0_0_0.wav,reject,telegram,1108292971,12,36,0
rejects/ita/telegram_2014760119_15_2_1.wav,reject,telegram,2014760119,12,36,0
rejects/ita/telegram_862556020_1_1_1.wav,reject,telegram,862556020,12,36,0
rejects/ita/telegram_220247223_22_0_1.wav,reject,telegram,220247223,12,36,0
rejects/ita/telegram_1304767958_0_0_3.wav,reject,telegram,1304767958,12,36,0
rejects/ita/telegram_843168773_17_2_0.wav,reject,telegram,843168773,12,36,0
rejects/ita/telegram_529489061_1_1_1.wav,reject,telegram,529489061,12,36,0
rejects/ita/telegram_532045630_14_1_1.wav,reject,telegram,532045630,12,36,0
rejects/ita/telegram_162060054_14_0_1.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_450427228_22_0_0.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_843168773_20_1_1.wav,reject,telegram,843168773,12,36,0
rejects/ita/telegram_1304767958_15_3_0.wav,reject,telegram,1304767958,12,36,0
rejects/ita/telegram_450427228_20_1_2.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_29657803_18_0_1.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_843168773_20_0_0.wav,reject,telegram,843168773,12,36,0
rejects/ita/telegram_679469464_20_1_0.wav,reject,telegram,679469464,12,36,0
rejects/ita/telegram_698176020_20_1_2.wav,reject,telegram,698176020,12,36,0
rejects/ita/telegram_450427228_15_2_0.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_862556020_1_2_0.wav,reject,telegram,862556020,12,36,0
rejects/ita/telegram_1304767958_18_1_2.wav,reject,telegram,1304767958,12,36,0
rejects/ita/telegram_679469464_16_1_0.wav,reject,telegram,679469464,12,36,0
rejects/ita/telegram_1304767958_20_1_0.wav,reject,telegram,1304767958,12,36,0
rejects/ita/telegram_162060054_19_0_1.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_1407029395_1_2_0.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_538507591_0_0_1.wav,reject,telegram,538507591,12,36,0
rejects/ita/telegram_5937429232_0_0_1.wav,reject,telegram,5937429232,12,36,0
rejects/ita/telegram_727092146_18_1_0.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_1407029395_1_2_1.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_1210942711_1_0_2.wav,reject,telegram,1210942711,12,36,0
rejects/ita/telegram_5937429232_20_1_1.wav,reject,telegram,5937429232,12,36,0
rejects/ita/telegram_450427228_14_1_1.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_235766480_18_1_1.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_6143888981_14_0_0.wav,reject,telegram,6143888981,12,36,0
rejects/ita/telegram_5911603813_21_0_2.wav,reject,telegram,5911603813,12,36,0
rejects/ita/telegram_162060054_22_2_0.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_698176020_20_1_0.wav,reject,telegram,698176020,12,36,0
rejects/ita/telegram_450427228_1_1_0.wav,reject,telegram,450427228,12,36,0
rejects/ita/telegram_978558505_0_0_0.wav,reject,telegram,978558505,12,36,0
rejects/ita/telegram_916811949_18_0_1.wav,reject,telegram,916811949,12,36,0
rejects/ita/telegram_5937429232_17_1_0.wav,reject,telegram,5937429232,12,36,0
rejects/ita/telegram_1210942711_0_0_0.wav,reject,telegram,1210942711,12,36,0
rejects/ita/telegram_132745516_1_2_0.wav,reject,telegram,132745516,12,36,0
rejects/ita/telegram_5548507069_18_0_1.wav,reject,telegram,5548507069,12,36,0
rejects/ita/telegram_2014760119_17_1_0.wav,reject,telegram,2014760119,12,36,0
rejects/ita/telegram_698176020_22_2_2.wav,reject,telegram,698176020,12,36,0
rejects/ita/telegram_6269772923_21_0_1.wav,reject,telegram,6269772923,12,36,0
rejects/ita/telegram_727092146_1_2_0.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_698176020_21_0_0.wav,reject,telegram,698176020,12,36,0
rejects/ita/telegram_529489061_0_0_1.wav,reject,telegram,529489061,12,36,0
rejects/ita/telegram_235766480_17_2_0.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_698176020_22_2_1.wav,reject,telegram,698176020,12,36,0
rejects/ita/telegram_679469464_22_2_0.wav,reject,telegram,679469464,12,36,0
rejects/ita/telegram_727092146_14_0_2.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_1874682812_0_0_0.wav,reject,telegram,1874682812,12,36,0
rejects/ita/telegram_5937429232_16_0_3.wav,reject,telegram,5937429232,12,36,0
rejects/ita/telegram_843168773_0_0_2.wav,reject,telegram,843168773,12,36,0
rejects/ita/telegram_235766480_22_0_1.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_1407029395_21_0_2.wav,reject,telegram,1407029395,12,36,0
rejects/ita/telegram_5548507069_1_2_0.wav,reject,telegram,5548507069,12,36,0
rejects/ita/telegram_727092146_18_1_2.wav,reject,telegram,727092146,12,36,0
rejects/ita/telegram_6143888981_14_1_1.wav,reject,telegram,6143888981,12,36,0
rejects/ita/telegram_1304767958_22_2_0.wav,reject,telegram,1304767958,12,36,0
rejects/ita/telegram_1105993349_1_0_1.wav,reject,telegram,1105993349,12,36,0
rejects/ita/telegram_235766480_17_2_1.wav,reject,telegram,235766480,12,36,0
rejects/ita/telegram_679469464_0_0_1.wav,reject,telegram,679469464,12,36,0
rejects/ita/telegram_5053967515_1_1_0.wav,reject,telegram,5053967515,12,36,0
rejects/ita/telegram_6269772923_0_0_1.wav,reject,telegram,6269772923,12,36,0
rejects/ita/telegram_6143888981_16_1_1.wav,reject,telegram,6143888981,12,36,0
rejects/ita/telegram_162060054_15_1_1.wav,reject,telegram,162060054,12,36,0
rejects/ita/telegram_843168773_22_1_0.wav,reject,telegram,843168773,12,36,0
rejects/ita/telegram_29657803_19_0_0.wav,reject,telegram,29657803,12,36,0
rejects/ita/telegram_1105993349_18_0_0.wav,reject,telegram,1105993349,12,36,0
rejects/ita/telegram_444849738_16_0_1.wav,reject,telegram,444849738,12,36,0
