path,type,subtype,speaker,command
samples/crf_07/noisy/eng/eng_17.wav,command,noisy,crf_07,7
samples/crf_07/noisy/eng/eng_29.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_1.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_14.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_15.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_22.wav,command,noisy,crf_07,8
samples/crf_07/noisy/eng/eng_9.wav,command,noisy,crf_07,5
samples/crf_07/noisy/eng/eng_4.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_12.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_23.wav,command,noisy,crf_07,0
samples/crf_07/noisy/eng/eng_2.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_25.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_16.wav,command,noisy,crf_07,6
samples/crf_07/noisy/eng/eng_18.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_6.wav,command,noisy,crf_07,2
samples/crf_07/noisy/eng/eng_3.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_13.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_28.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_5.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_26.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_7.wav,command,noisy,crf_07,3
samples/crf_07/noisy/eng/eng_11.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_30.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_0.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_27.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_21.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_19.wav,reject,noisy,crf_07,10
samples/crf_07/noisy/eng/eng_20.wav,command,noisy,crf_07,1
samples/crf_07/noisy/eng/eng_24.wav,command,noisy,crf_07,9
samples/crf_07/noisy/eng/eng_8.wav,command,noisy,crf_07,4
samples/crf_07/noisy/eng/eng_10.wav,reject,noisy,crf_07,10
samples/crf_07/clean/eng/eng_17.wav,command,clean,crf_07,7
samples/crf_07/clean/eng/eng_29.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_1.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_14.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_15.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_22.wav,command,clean,crf_07,8
samples/crf_07/clean/eng/eng_9.wav,command,clean,crf_07,5
samples/crf_07/clean/eng/eng_4.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_12.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_23.wav,command,clean,crf_07,0
samples/crf_07/clean/eng/eng_2.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_25.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_16.wav,command,clean,crf_07,6
samples/crf_07/clean/eng/eng_18.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_6.wav,command,clean,crf_07,2
samples/crf_07/clean/eng/eng_3.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_13.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_28.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_5.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_26.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_7.wav,command,clean,crf_07,3
samples/crf_07/clean/eng/eng_11.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_30.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_0.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_27.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_21.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_19.wav,reject,clean,crf_07,10
samples/crf_07/clean/eng/eng_20.wav,command,clean,crf_07,1
samples/crf_07/clean/eng/eng_24.wav,command,clean,crf_07,9
samples/crf_07/clean/eng/eng_8.wav,command,clean,crf_07,4
samples/crf_07/clean/eng/eng_10.wav,reject,clean,crf_07,10
samples/fr_1/noisy/eng/eng_17.wav,command,noisy,fr_1,7
samples/fr_1/noisy/eng/eng_29.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_1.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_14.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_15.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_22.wav,command,noisy,fr_1,8
samples/fr_1/noisy/eng/eng_9.wav,command,noisy,fr_1,5
samples/fr_1/noisy/eng/eng_4.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_12.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_23.wav,command,noisy,fr_1,0
samples/fr_1/noisy/eng/eng_2.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_25.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_16.wav,command,noisy,fr_1,6
samples/fr_1/noisy/eng/eng_18.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_6.wav,command,noisy,fr_1,2
samples/fr_1/noisy/eng/eng_3.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_13.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_28.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_5.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_26.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_7.wav,command,noisy,fr_1,3
samples/fr_1/noisy/eng/eng_11.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_30.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_0.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_27.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_21.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_19.wav,reject,noisy,fr_1,10
samples/fr_1/noisy/eng/eng_20.wav,command,noisy,fr_1,1
samples/fr_1/noisy/eng/eng_24.wav,command,noisy,fr_1,9
samples/fr_1/noisy/eng/eng_8.wav,command,noisy,fr_1,4
samples/fr_1/noisy/eng/eng_10.wav,reject,noisy,fr_1,10
samples/crf_06/noisy/eng/eng_17.wav,command,noisy,crf_06,7
samples/crf_06/noisy/eng/eng_29.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_1.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_14.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_15.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_22.wav,command,noisy,crf_06,8
samples/crf_06/noisy/eng/eng_9.wav,command,noisy,crf_06,5
samples/crf_06/noisy/eng/eng_4.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_12.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_23.wav,command,noisy,crf_06,0
samples/crf_06/noisy/eng/eng_2.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_25.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_16.wav,command,noisy,crf_06,6
samples/crf_06/noisy/eng/eng_18.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_6.wav,command,noisy,crf_06,2
samples/crf_06/noisy/eng/eng_3.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_13.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_28.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_5.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_26.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_7.wav,command,noisy,crf_06,3
samples/crf_06/noisy/eng/eng_11.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_30.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_0.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_27.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_21.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_19.wav,reject,noisy,crf_06,10
samples/crf_06/noisy/eng/eng_20.wav,command,noisy,crf_06,1
samples/crf_06/noisy/eng/eng_24.wav,command,noisy,crf_06,9
samples/crf_06/noisy/eng/eng_8.wav,command,noisy,crf_06,4
samples/crf_06/noisy/eng/eng_10.wav,reject,noisy,crf_06,10
samples/crf_06/clean/eng/eng_17.wav,command,clean,crf_06,7
samples/crf_06/clean/eng/eng_29.wav,reject,clean,crf_06,10
samples/crf_06/clean/eng/eng_1.wav,reject,clean,crf_06,10
samples/crf_06/clean/eng/eng_14.wav,reject,clean,crf_06,10
