path,type,subtype,speaker,intent,explicit,implicit
./commands/1254765304/ita/11_4_0.wav,command,telegram_bot,1254765304,11,31,1
./commands/1874682812/ita/2_0_0.wav,command,telegram_bot,1874682812,2,3,0
./commands/978558505/ita/14_1_2.wav,command,telegram_bot,978558505,14,40,0
./commands/162060054/ita/9_4_0.wav,command,telegram_bot,162060054,9,25,1
./commands/450427228/ita/21_0_1.wav,command,telegram_bot,450427228,21,56,0
./commands/450427228/ita/13_2_0.wav,command,telegram_bot,450427228,13,35,1
./commands/1254765304/ita/17_2_0.wav,command,telegram_bot,1254765304,17,50,0
./commands/978558505/ita/10_0_0.wav,command,telegram_bot,978558505,10,27,0
./commands/946253748/ita/5_5_0.wav,command,telegram_bot,946253748,5,14,1
./commands/978558505/ita/5_0_0.wav,command,telegram_bot,978558505,5,9,1
./commands/825879358/ita/3_5_0.wav,command,telegram_bot,825879358,3,8,1
./commands/1254765304/ita/16_2_0.wav,command,telegram_bot,1254765304,16,47,0
./commands/450427228/ita/14_0_0.wav,command,telegram_bot,450427228,14,39,0
./commands/450427228/ita/20_1_2.wav,command,telegram_bot,450427228,20,55,0
./commands/450427228/ita/22_0_2.wav,command,telegram_bot,450427228,22,56,1
./commands/162060054/ita/10_0_0.wav,command,telegram_bot,162060054,10,27,0
./commands/1707363974/ita/1_0_1.wav,command,telegram_bot,1707363974,1,0,1
./commands/1707363974/ita/5_1_1.wav,command,telegram_bot,1707363974,5,10,1
./commands/450427228/ita/14_1_2.wav,command,telegram_bot,450427228,14,40,0
./commands/162060054/ita/21_0_0.wav,command,telegram_bot,162060054,21,56,0
./commands/162060054/ita/5_1_0.wav,command,telegram_bot,162060054,5,10,1
./commands/450427228/ita/22_1_0.wav,command,telegram_bot,450427228,22,57,1
./commands/5946872481/ita/5_0_0.wav,command,telegram_bot,5946872481,5,9,1
./commands/1210942711/ita/5_1_0.wav,command,telegram_bot,1210942711,5,10,1
./commands/132745516/ita/0_0_2.wav,command,telegram_bot,132745516,0,0,0
./commands/978558505/ita/18_1_1.wav,command,telegram_bot,978558505,18,52,0
./commands/1254765304/ita/13_3_0.wav,command,telegram_bot,1254765304,13,36,1
./commands/162060054/ita/3_2_0.wav,command,telegram_bot,162060054,3,5,1
./commands/1254765304/ita/7_4_0.wav,command,telegram_bot,1254765304,7,19,1
./commands/162060054/ita/13_3_1.wav,command,telegram_bot,162060054,13,36,1
./commands/946253748/ita/5_0_0.wav,command,telegram_bot,946253748,5,9,1
./commands/1707363974/ita/4_0_0.wav,command,telegram_bot,1707363974,4,9,0
./commands/978558505/ita/1_2_0.wav,command,telegram_bot,978558505,1,2,1
./commands/162060054/ita/8_0_1.wav,command,telegram_bot,162060054,8,21,0
./commands/450427228/ita/7_2_1.wav,command,telegram_bot,450427228,7,17,1
./commands/450427228/ita/20_1_1.wav,command,telegram_bot,450427228,20,55,0
./commands/1254765304/ita/15_1_0.wav,command,telegram_bot,1254765304,15,40,1
./commands/162060054/ita/10_1_1.wav,command,telegram_bot,162060054,10,28,0
./commands/978558505/ita/14_1_0.wav,command,telegram_bot,978558505,14,40,0
./commands/450427228/ita/19_0_3.wav,command,telegram_bot,450427228,19,53,0
./commands/450427228/ita/4_0_0.wav,command,telegram_bot,450427228,4,9,0
./commands/978558505/ita/12_0_1.wav,command,telegram_bot,978558505,12,33,0
./commands/978558505/ita/0_0_3.wav,command,telegram_bot,978558505,0,0,0
./commands/450427228/ita/22_0_1.wav,command,telegram_bot,450427228,22,56,1
./commands/162060054/ita/14_0_2.wav,command,telegram_bot,162060054,14,39,0
./commands/946253748/ita/3_1_2.wav,command,telegram_bot,946253748,3,4,1
./commands/162060054/ita/14_0_0.wav,command,telegram_bot,162060054,14,39,0
./commands/162060054/ita/7_1_0.wav,command,telegram_bot,162060054,7,16,1
./commands/978558505/ita/2_1_0.wav,command,telegram_bot,978558505,2,4,0
./commands/450427228/ita/9_4_0.wav,command,telegram_bot,450427228,9,25,1
./commands/132745516/ita/16_1_0.wav,command,telegram_bot,132745516,16,46,0
./commands/1874682812/ita/5_2_0.wav,command,telegram_bot,1874682812,5,11,1
./commands/132745516/ita/18_0_0.wav,command,telegram_bot,132745516,18,51,0
./commands/450427228/ita/19_0_0.wav,command,telegram_bot,450427228,19,53,0
./commands/1210942711/ita/4_1_0.wav,command,telegram_bot,1210942711,4,10,0
./commands/1254765304/ita/21_0_0.wav,command,telegram_bot,1254765304,21,56,0
./commands/1108292971/ita/0_0_0.wav,command,telegram_bot,1108292971,0,0,0
./commands/825879358/ita/0_0_0.wav,command,telegram_bot,825879358,0,0,0
./commands/450427228/ita/2_0_1.wav,command,telegram_bot,450427228,2,3,0
./commands/132745516/ita/18_1_1.wav,command,telegram_bot,132745516,18,52,0
./commands/1254765304/ita/9_4_0.wav,command,telegram_bot,1254765304,9,25,1
./commands/1210942711/ita/2_0_0.wav,command,telegram_bot,1210942711,2,3,0
./commands/1254765304/ita/8_0_0.wav,command,telegram_bot,1254765304,8,21,0
./commands/1108292971/ita/0_0_1.wav,command,telegram_bot,1108292971,0,0,0
./commands/162060054/ita/15_1_1.wav,command,telegram_bot,162060054,15,40,1
