path,type,subtype,speaker,command,noise_path,noise_type,noise_subtype,snr
rejects/eng/seven_dc75148d_nohash_1.wav,reject,google_speech,seven,4,,,,
commands/190682718/eng/7_3_1.wav,command,telegram_bot,190682718,0,,,,
rejects/eng/common_voice_en_18003729.wav,reject,mozilla,18003729,4,,,,
rejects/eng/cat_ad63d93c_nohash_0.wav,reject,google_speech,cat,4,,,,
rejects/eng/eight_794cdfc5_nohash_0.wav,reject,google_speech,eight,4,,,,
rejects/eng/cat_1aed7c6d_nohash_0.wav,reject,google_speech,cat,4,,,,
rejects/eng/common_voice_en_19739365.wav,reject,mozilla,19739365,4,,,,
rejects/eng/three_4c4d2526_nohash_1.wav,reject,google_speech,three,4,,,,
rejects/eng/six_1b4c9b89_nohash_1.wav,reject,google_speech,six,4,,,,
rejects/eng/common_voice_en_20750398.wav,reject,mozilla,20750398,4,,,,
rejects/eng/common_voice_en_18580786.wav,reject,mozilla,18580786,4,,,,
rejects/eng/common_voice_en_19743363.wav,reject,mozilla,19743363,4,,,,
rejects/eng/stop_54d9ccb5_nohash_0.wav,reject,google_speech,stop,3,,,,
rejects/eng/common_voice_en_19619247.wav,reject,mozilla,19619247,4,,,,
rejects/eng/telegram_1254765304_15_4_0.wav,reject,telegram,1254765304,4,,,,
rejects/eng/off_b49caed3_nohash_3.wav,reject,google_speech,off,4,,,,
rejects/eng/nine_541120c7_nohash_1.wav,reject,google_speech,nine,4,,,,
rejects/eng/yes_cd85758f_nohash_4.wav,reject,google_speech,yes,4,,,,
commands/5637757826/eng/3_5_0.wav,command,telegram_bot,5637757826,1,,,,
rejects/eng/common_voice_en_19184281.wav,reject,mozilla,19184281,4,,,,
rejects/eng/eight_dbb40d24_nohash_1.wav,reject,google_speech,eight,4,,,,
rejects/eng/marvin_6b81fead_nohash_0.wav,reject,google_speech,marvin,4,,,,
rejects/eng/common_voice_en_18419852.wav,reject,mozilla,18419852,4,,,,
rejects/eng/common_voice_en_20050423.wav,reject,mozilla,20050423,4,,,,
rejects/eng/common_voice_en_18559637.wav,reject,mozilla,18559637,4,,,,
rejects/eng/three_863880b7_nohash_0.wav,reject,google_speech,three,4,,,,
rejects/eng/go_794cdfc5_nohash_1.wav,reject,google_speech,go,4,,,,
rejects/eng/tree_5828dfa2_nohash_0.wav,reject,google_speech,tree,4,,,,
rejects/eng/dog_a9f38bae_nohash_0.wav,reject,google_speech,dog,4,,,,
rejects/eng/common_voice_en_23672180.wav,reject,mozilla,23672180,4,,,,
rejects/eng/common_voice_en_19953535.wav,reject,mozilla,19953535,4,,,,
rejects/eng/common_voice_en_23402636.wav,reject,mozilla,23402636,4,,,,
